Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
26920,12/13/2011 01:44:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154000000001,-71.094881999999998,"(42.360154, -71.094882)"
26921,12/13/2011 08:55:00 AM,Tuesday,Auto,Auto,,Massachusetts Ave,Hollis St," Massachusetts Ave & Hollis St Cambridge, MA",42.394652999999998,-71.127155000000002,"(42.394653, -71.127155)"
26922,12/13/2011 11:29:00 AM,Tuesday,Auto,Parked Vehicle,,Amory St,," Amory St &  Cambridge, MA",,,
26923,12/13/2011 02:19:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,GARDEN ST," Massachusetts Ave & GARDEN ST Cambridge, MA",42.375131000000003,-71.119151000000002,"(42.375131, -71.119151)"
26935,12/13/2011 03:34:00 PM,,Auto,Auto,515,Concord Ave,,"515 Concord Ave Cambridge, MA",42.387642999999997,-71.141909999999996,"(42.387643, -71.14191)"
27109,12/13/2011 03:14:00 PM,,Auto,Auto,,Alewife Brook Pky,," Alewife Brook Pky &  Cambridge, MA",,,
26925,12/14/2011 02:00:00 AM,Wednesday,Auto,Parked Vehicle,,HEWS ST,Callender St," HEWS ST & Callender St Cambridge, MA",42.365456000000002,-71.112864000000002,"(42.365456, -71.112864)"
26926,12/14/2011 11:29:00 AM,Wednesday,Auto,Parked Vehicle,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.390473999999998,-71.152218000000005,"(42.390474, -71.152218)"
26927,12/14/2011 12:00:00 PM,Wednesday,Auto,Pedestrian,4,EXETER PARK,,"4 EXETER PARK Cambridge, MA",42.384700000000002,-71.118584999999996,"(42.3847, -71.118585)"
26928,12/14/2011 12:40:00 PM,Wednesday,Auto,Auto,,MAGAZINE ST,GLENWOOD AVE," MAGAZINE ST & GLENWOOD AVE Cambridge, MA",42.357376000000002,-71.112994,"(42.357376, -71.112994)"
26929,12/14/2011 07:34:00 PM,Wednesday,Auto,Bicycle,1430,Massachusetts Ave,Church St,"1430 Massachusetts Ave Cambridge, MA",42.374014000000003,-71.119122000000004,"(42.374014, -71.119122)"
26931,12/15/2011 08:49:00 AM,Thursday,Auto,Auto,,MOUNT AUBURN ST,FRESH POND PKY," MOUNT AUBURN ST & FRESH POND PKY Cambridge, MA",42.374850000000002,-71.138299000000004,"(42.37485, -71.138299)"
26932,12/15/2011 02:10:00 PM,Thursday,Auto,Parked Vehicle,,Porter Sq,," Porter Sq &  Cambridge, MA",,,
26933,12/15/2011 07:05:00 PM,Thursday,Auto,Parked Vehicle,35,White St,,"35 White St Cambridge, MA",42.388905999999999,-71.119191999999998,"(42.388906, -71.119192)"
26934,12/15/2011 07:15:00 PM,Thursday,Auto,Auto,459,Broadway,,"459 Broadway Cambridge, MA",42.374336,-71.111559,"(42.374336, -71.111559)"
26938,12/15/2011 07:30:00 PM,,Auto,Pedestrian,,MAIN ST,Ames St," MAIN ST & Ames St Cambridge, MA",42.362578999999997,-71.088165000000004,"(42.362579, -71.088165)"
26957,12/15/2011 09:00:00 PM,,Auto,Parked Vehicle,2362,Massachusetts Ave,,"2362 Massachusetts Ave Cambridge, MA",42.396346999999999,-71.129302999999993,"(42.396347, -71.129303)"
26939,12/16/2011 09:49:00 AM,Friday,Auto,Parked Vehicle,,GARDEN ST,Massachusetts Ave," GARDEN ST & Massachusetts Ave Cambridge, MA",42.375487,-71.119919999999993,"(42.375487, -71.11992)"
26940,12/16/2011 09:04:00 AM,,Auto,Fixed Object,24,LOCKE ST,,"24 LOCKE ST Cambridge, MA",42.396659,-71.127179999999996,"(42.396659, -71.12718)"
26941,12/16/2011 07:18:00 PM,Wednesday,Auto,Auto,,Binney St,Third St," Binney St & Third St Cambridge, MA",42.365678000000003,-71.082406000000006,"(42.365678, -71.082406)"
26942,12/16/2011 06:04:00 PM,,Auto,Auto,,Galileo Galilei Way,MAIN ST," Galileo Galilei Way & MAIN ST Cambridge, MA",42.362704999999998,-71.089949000000004,"(42.362705, -71.089949)"
26943,12/16/2011 05:10:00 PM,,Taxi,Taxi,,Galileo Galilei Way,MAIN ST," Galileo Galilei Way & MAIN ST Cambridge, MA",42.362704999999998,-71.089949000000004,"(42.362705, -71.089949)"
26958,12/16/2011 04:24:00 PM,,Auto,Bicycle,,MAIN ST,Vassar St," MAIN ST & Vassar St Cambridge, MA",42.362709000000002,-71.089933000000002,"(42.362709, -71.089933)"
26945,12/17/2011 01:34:00 PM,,Auto,Parked Vehicle,1688,Massachusetts Ave,,"1688 Massachusetts Ave Cambridge, MA",42.382725999999998,-71.119810000000001,"(42.382726, -71.11981)"
26959,12/17/2011 12:00:00 AM,,Auto,Parked Vehicle,,MOUNT AUBURN ST,," MOUNT AUBURN ST &  Cambridge, MA",,,
26946,12/18/2011 03:14:00 AM,,Auto,Taxi,,Binney St,Third St," Binney St & Third St Cambridge, MA",42.365678000000003,-71.082406000000006,"(42.365678, -71.082406)"
26947,12/18/2011 02:49:00 AM,,Auto,Fixed Object,,Broadway,QUINCY ST," Broadway & QUINCY ST Cambridge, MA",42.374831999999998,-71.114476999999994,"(42.374832, -71.114477)"
26948,12/18/2011 01:50:00 PM,,Auto,Miscellaneous,,Peabody St,Massachusetts Ave," Peabody St & Massachusetts Ave Cambridge, MA",42.374070000000003,-71.118838999999994,"(42.37407, -71.118839)"
26949,12/18/2011 12:00:00 AM,,Auto,Parked Vehicle,,Waterhouse St,Cambridge Common," Waterhouse St & Cambridge Common Cambridge, MA",42.377657999999997,-71.121578,"(42.377658, -71.121578)"
27134,12/18/2011 01:30:00 PM,,Auto,Auto,,GREEN ST,Bay St," GREEN ST & Bay St Cambridge, MA",42.368307000000001,-71.110737999999998,"(42.368307, -71.110738)"
26950,12/19/2011 10:09:00 AM,,Auto,Auto,,Broadway,Portland St," Broadway & Portland St Cambridge, MA",42.365791999999999,-71.092070000000007,"(42.365792, -71.09207)"
26951,12/19/2011 04:50:00 PM,,Auto,Auto,722,Cambridge St,,"722 Cambridge St Cambridge, MA",42.372059,-71.088729000000001,"(42.372059, -71.088729)"
26952,12/19/2011 09:30:00 PM,,Auto,Auto,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.372750000000003,-71.093288000000001,"(42.37275, -71.093288)"
26953,12/19/2011 04:44:00 PM,,Auto,Parked Vehicle,,Brookline Pl,Pilgrim St," Brookline Pl & Pilgrim St Cambridge, MA",42.361426000000002,-71.102788000000004,"(42.361426, -71.102788)"
26954,12/19/2011 12:45:00 PM,,Auto,Parked Vehicle,125,Sidney St,,"125 Sidney St Cambridge, MA",42.359910999999997,-71.103649000000004,"(42.359911, -71.103649)"
26955,12/19/2011 12:59:00 PM,,Auto,Miscellaneous,,Massachusetts Ave,LEE ST," Massachusetts Ave & LEE ST Cambridge, MA",42.367831000000002,-71.107692999999998,"(42.367831, -71.107693)"
26960,12/19/2011 11:39:00 AM,,Auto,Auto,,MEMORIAL DR,," MEMORIAL DR &  Cambridge, MA",,,
26956,12/20/2011 12:14:00 PM,,Auto,Pedestrian,,MOUNT AUBURN ST,DUNSTER ST," MOUNT AUBURN ST & DUNSTER ST Cambridge, MA",42.372252000000003,-71.119338999999997,"(42.372252, -71.119339)"
26961,12/20/2011 01:44:00 AM,Tuesday,Auto,Parked Vehicle,,MOUNT AUBURN ST,Ash St," MOUNT AUBURN ST & Ash St Cambridge, MA",42.374293000000002,-71.125488000000004,"(42.374293, -71.125488)"
26962,12/20/2011 03:30:00 PM,Tuesday,Auto,Pedestrian,,Massachusetts Ave,HARVARD YARD," Massachusetts Ave & HARVARD YARD Cambridge, MA",42.374383999999999,-71.118787999999995,"(42.374384, -71.118788)"
26963,12/20/2011 05:44:00 PM,Tuesday,Auto,Auto,,Cambridge St,EIGHTH ST," Cambridge St & EIGHTH ST Cambridge, MA",42.371825000000001,-71.086119999999994,"(42.371825, -71.08612)"
27112,12/20/2011 03:26:00 PM,,Auto,Auto,324,Broadway,,"324 Broadway Cambridge, MA",42.369593999999999,-71.101568,"(42.369594, -71.101568)"
26964,12/21/2011 05:00:00 AM,Wednesday,Auto,Parked Vehicle,85,Gore St,,"85 Gore St Cambridge, MA",42.372020999999997,-71.081508999999997,"(42.372021, -71.081509)"
26965,12/21/2011 04:44:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Clarendon Ave," Massachusetts Ave & Clarendon Ave Cambridge, MA",42.399365000000003,-71.132712999999995,"(42.399365, -71.132713)"
26986,12/21/2011 09:30:00 AM,Wednesday,Auto,Parked Vehicle,,Sidney St,Putnam Ave," Sidney St & Putnam Ave Cambridge, MA",42.356627000000003,-71.106729999999999,"(42.356627, -71.10673)"
26966,12/22/2011 12:00:00 AM,Thursday,MBTA Bus,Parked Vehicle,,GARDEN ST,," GARDEN ST &  Cambridge, MA",,,
26967,12/22/2011 08:19:00 AM,Thursday,Taxi,Parked Vehicle,,MOUNT AUBURN ST,," MOUNT AUBURN ST &  Cambridge, MA",,,
26968,12/22/2011 08:49:00 AM,Thursday,Auto,Auto,,Brattle St,Brown St," Brattle St & Brown St Cambridge, MA",42.377198,-71.128356999999994,"(42.377198, -71.128357)"
26969,12/22/2011 09:59:00 AM,Thursday,Truck,Truck,,Massachusetts Ave,Arrow St," Massachusetts Ave & Arrow St Cambridge, MA",42.371037999999999,-71.114149999999995,"(42.371038, -71.11415)"
26970,12/22/2011 11:00:00 AM,Thursday,Auto,Parked Vehicle,61,KIRKLAND ST,,"61 KIRKLAND ST Cambridge, MA",42.377923000000003,-71.110128000000003,"(42.377923, -71.110128)"
26971,12/22/2011 04:25:00 PM,Thursday,Auto,Auto,189,Cambridge St,,"189 Cambridge St Cambridge, MA",42.371015,-71.079066999999995,"(42.371015, -71.079067)"
26972,12/22/2011 06:55:00 PM,Thursday,Auto,Parked Vehicle,28,William St,,"28 William St Cambridge, MA",42.363678999999998,-71.106585999999993,"(42.363679, -71.106586)"
25581,12/23/2011 04:30:00 PM,Thursday,Auto,Parked Vehicle,64,Brattle St,,"64 Brattle St Cambridge, MA",42.375038000000004,-71.122742000000002,"(42.375038, -71.122742)"
26973,12/23/2011 09:40:00 AM,Friday,Auto,Auto,,MOUNT AUBURN ST,Aberdeen Way," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.375273999999997,-71.145841000000004,"(42.375274, -71.145841)"
26974,12/23/2011 06:40:00 PM,Friday,Auto,Parked Vehicle,850,Cambridge St,,"850 Cambridge St Cambridge, MA",42.372323999999999,-71.091316000000006,"(42.372324, -71.091316)"
26985,12/23/2011 02:42:00 AM,Friday,Auto,Parked Vehicle,,Alewife Brook Pky,," Alewife Brook Pky &  Cambridge, MA",,,
26975,12/24/2011 12:00:00 AM,Saturday,Auto,Parked Vehicle,,Cambridgeside Pl,," Cambridgeside Pl &  Cambridge, MA",,,
26976,12/24/2011 09:40:00 AM,Saturday,Auto,Parked Vehicle,52,New St,,"52 New St Cambridge, MA",42.38796,-71.139936000000006,"(42.38796, -71.139936)"
26977,12/24/2011 12:37:00 PM,Saturday,Auto,Auto,142,PROSPECT ST,,"142 PROSPECT ST Cambridge, MA",42.368656000000001,-71.101309000000001,"(42.368656, -71.101309)"
26978,12/24/2011 03:00:00 AM,Saturday,Auto,Parked Vehicle,,Cambridgeside Pl,," Cambridgeside Pl &  Cambridge, MA",,,
26979,12/24/2011 03:14:00 PM,Saturday,Auto,Parked Vehicle,1200,Cambridge St,,"1200 Cambridge St Cambridge, MA",42.373168,-71.097340000000003,"(42.373168, -71.09734)"
26980,12/25/2011 01:08:00 AM,Sunday,Auto,Auto,,Massachusetts Ave,ESSEX ST," Massachusetts Ave & ESSEX ST Cambridge, MA",42.365079999999999,-71.103179999999995,"(42.36508, -71.10318)"
26982,12/27/2011 10:19:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Trowbridge St," Cambridge St & Trowbridge St Cambridge, MA",42.374918000000001,-71.110060000000004,"(42.374918, -71.11006)"
26983,12/27/2011 03:59:00 PM,Tuesday,Auto,Parked Vehicle,,Bishop Allen Dr,ESSEX ST," Bishop Allen Dr & ESSEX ST Cambridge, MA",42.365853000000001,-71.102331000000007,"(42.365853, -71.102331)"
26984,12/27/2011 09:00:00 PM,Tuesday,Auto,Pedestrian,,Massachusetts Ave,Landsdowne St," Massachusetts Ave & Landsdowne St Cambridge, MA",42.361745999999997,-71.097555999999997,"(42.361746, -71.097556)"
26990,12/27/2011 04:09:00 PM,Tuesday,Auto,Auto,,Fresh Pond Ln,," Fresh Pond Ln &  Cambridge, MA",,,
26987,12/28/2011 02:19:00 PM,Wednesday,Auto,Bicycle,240,Albany St,,"240 Albany St Cambridge, MA",42.358381999999999,-71.100964000000005,"(42.358382, -71.100964)"
27110,12/28/2011 04:35:00 PM,,Auto,Pedestrian,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154000000001,-71.094881999999998,"(42.360154, -71.094882)"
26988,12/29/2011 12:04:00 PM,Thursday,Auto,Auto,,Cambridge St,OAK ST," Cambridge St & OAK ST Cambridge, MA",42.373576999999997,-71.099661999999995,"(42.373577, -71.099662)"
26989,12/29/2011 02:19:00 PM,Thursday,Auto,Auto,2,Cambridge Ctr,Binney St,"2 Cambridge Ctr Cambridge, MA",42.372861,-71.094549999999998,"(42.372861, -71.09455)"
26991,12/30/2011 12:00:00 AM,Friday,Auto,Parked Vehicle,1815,Massachusetts Ave,,"1815 Massachusetts Ave Cambridge, MA",42.387127,-71.118973999999994,"(42.387127, -71.118974)"
26992,12/30/2011 10:19:00 AM,Friday,Auto,Bicycle,810,MAIN ST,,"810 MAIN ST Cambridge, MA",42.363146999999998,-71.097329000000002,"(42.363147, -71.097329)"
26993,12/31/2011 07:30:00 AM,Saturday,Auto,Parked Vehicle,11,JFK St,,"11 JFK St Cambridge, MA",42.37303,-71.119895999999997,"(42.37303, -71.119896)"
26994,12/31/2011 08:35:00 AM,Saturday,Auto,Auto,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564000000002,-71.122185000000002,"(42.376564, -71.122185)"
26995,12/31/2011 04:44:00 PM,Saturday,Auto,Auto,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.357376000000002,-71.114491999999998,"(42.357376, -71.114492)"
30216,01/01/2012 01:00:00 PM,Monday,Auto,Auto,,Austin Park,," Austin Park &  Cambridge, MA",,,
30220,01/01/2012 12:59:00 AM,Sunday,Auto,Parked Vehicle,,Coolidge Ave,," Coolidge Ave &  Cambridge, MA",,,
30221,01/01/2012 09:42:00 AM,Sunday,Auto,Auto,,DOUGLASS ST,Bishop Allen Dr," DOUGLASS ST & Bishop Allen Dr Cambridge, MA",42.364682999999999,-71.100359999999995,"(42.364683, -71.10036)"
30222,01/01/2012 05:00:00 PM,Sunday,Auto,Parked Vehicle,72,ELM ST,,"72 ELM ST Cambridge, MA",42.368783999999998,-71.097758999999996,"(42.368784, -71.097759)"
30223,01/01/2012 09:40:00 PM,Sunday,Auto,Auto,,Massachusetts Ave,Cameron Ave," Massachusetts Ave & Cameron Ave Cambridge, MA",42.397440000000003,-71.130266000000006,"(42.39744, -71.130266)"
30317,01/01/2012 07:00:00 PM,Tuesday,Auto,Auto,,Cambridge St,HIGHLAND AVE," Cambridge St & HIGHLAND AVE Cambridge, MA",42.374232999999997,-71.104741000000004,"(42.374233, -71.104741)"
30725,01/01/2012 12:00:00 AM,,,,,,,"  &  Cambridge, MA",,,
30224,01/03/2012 08:35:00 AM,Tuesday,Auto,Auto,,Vassal Ln,FAYERWEATHER ST," Vassal Ln & FAYERWEATHER ST Cambridge, MA",42.383209999999998,-71.136899999999997,"(42.38321, -71.1369)"
30225,01/03/2012 09:00:00 AM,Tuesday,Auto,Bicycle,,Cambridge St,Willow St," Cambridge St & Willow St Cambridge, MA",42.37256,-71.091820999999996,"(42.37256, -71.091821)"
30226,01/03/2012 03:00:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102082999999993,"(42.364424, -71.102083)"
30227,01/03/2012 12:30:00 PM,Tuesday,Auto,Fixed Object,,Technology Sq,," Technology Sq &  Cambridge, MA",,,
30228,01/04/2012 09:10:00 AM,Wednesday,Auto,Fixed Object,,GRANITE ST,Brookline St," GRANITE ST & Brookline St Cambridge, MA",42.355082000000003,-71.110328999999993,"(42.355082, -71.110329)"
30230,01/04/2012 01:47:00 PM,Wednesday,Auto,Parked Vehicle,260,Walden St,,"260 Walden St Cambridge, MA",42.385997000000003,-71.131229000000005,"(42.385997, -71.131229)"
30231,01/05/2012 05:39:00 PM,Thursday,Auto,Bicycle,,Hampshire St,Tremont St," Hampshire St & Tremont St Cambridge, MA",42.371501000000002,-71.098121000000006,"(42.371501, -71.098121)"
30232,01/05/2012 05:45:00 PM,Thursday,Auto,Auto,122,MOUNT AUBURN ST,,"122 MOUNT AUBURN ST Cambridge, MA",42.373125000000002,-71.122641999999999,"(42.373125, -71.122642)"
30233,01/05/2012 10:44:00 AM,Thursday,Auto,Truck,54,LEE ST,,"54 LEE ST Cambridge, MA",42.370573999999998,-71.104945999999998,"(42.370574, -71.104946)"
30234,01/06/2012 02:04:00 PM,Friday,Auto,Auto,,Massachusetts Ave,ROSELAND ST," Massachusetts Ave & ROSELAND ST Cambridge, MA",42.386820999999998,-71.119181999999995,"(42.386821, -71.119182)"
30235,01/06/2012 04:40:00 PM,Friday,Auto,Auto,,Broadway,Clark St," Broadway & Clark St Cambridge, MA",42.366647999999998,-71.094245999999998,"(42.366648, -71.094246)"
30236,01/06/2012 04:50:00 PM,Friday,Auto,Pedestrian,355,Binney St,,"355 Binney St Cambridge, MA",42.367297000000001,-71.089676999999995,"(42.367297, -71.089677)"
30237,01/06/2012 05:35:00 PM,Friday,Auto,Auto,,Porter Sq,," Porter Sq &  Cambridge, MA",,,
30238,01/06/2012 05:22:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389000000003,-71.096952999999999,"(42.361389, -71.096953)"
30239,01/07/2012 10:15:00 PM,Saturday,Auto,Fixed Object,2,Arrow St,,"2 Arrow St Cambridge, MA",42.370939,-71.114301999999995,"(42.370939, -71.114302)"
30240,01/08/2012 07:54:00 AM,Sunday,Auto,Auto,2049,Massachusetts Ave,,"2049 Massachusetts Ave Cambridge, MA",42.369202000000001,-71.110688999999994,"(42.369202, -71.110689)"
30241,01/09/2012 09:30:00 AM,Monday,Auto,Parked Vehicle,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.389553999999997,-71.142674999999997,"(42.389554, -71.142675)"
30242,01/09/2012 09:30:00 AM,Monday,Auto,Bicycle,,Massachusetts Ave,Landsdowne St," Massachusetts Ave & Landsdowne St Cambridge, MA",42.361745999999997,-71.097555999999997,"(42.361746, -71.097556)"
30243,01/09/2012 10:38:00 PM,Monday,Auto,Auto,2616,Massachusetts Ave,,"2616 Massachusetts Ave Cambridge, MA",42.368924999999997,-71.110257000000004,"(42.368925, -71.110257)"
30244,01/09/2012 06:00:00 PM,Monday,Auto,Parked Vehicle,22,Creighton St,,"22 Creighton St Cambridge, MA",42.390236000000002,-71.122714999999999,"(42.390236, -71.122715)"
30285,01/09/2012 10:19:00 AM,Monday,Auto,Parked Vehicle,,Avon St,Shepard St," Avon St & Shepard St Cambridge, MA",42.381360000000001,-71.121951999999993,"(42.38136, -71.121952)"
30245,01/10/2012 01:30:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,Chauncy St," Massachusetts Ave & Chauncy St Cambridge, MA",42.379972000000002,-71.119945000000001,"(42.379972, -71.119945)"
30246,01/10/2012 06:31:00 PM,Tuesday,Auto,Auto,,Albany St,PACIFIC ST," Albany St & PACIFIC ST Cambridge, MA",42.358977000000003,-71.100133999999997,"(42.358977, -71.100134)"
30247,01/11/2012 06:49:00 AM,Wednesday,Auto,Parked Vehicle,,River St,Blackstone St," River St & Blackstone St Cambridge, MA",42.362009,-71.114306999999997,"(42.362009, -71.114307)"
30249,01/11/2012 04:44:00 PM,Wednesday,Auto,Auto,,PROSPECT ST,Bishop Allen Dr," PROSPECT ST & Bishop Allen Dr Cambridge, MA",42.366343000000001,-71.103160000000003,"(42.366343, -71.10316)"
30250,01/11/2012 06:00:00 PM,Wednesday,Auto,Auto,,HARVARD ST,ELM ST," HARVARD ST & ELM ST Cambridge, MA",42.367260999999999,-71.098746000000006,"(42.367261, -71.098746)"
30251,01/11/2012 06:59:00 PM,Wednesday,Auto,Auto,,Cambridge St,LAMBERT ST," Cambridge St & LAMBERT ST Cambridge, MA",42.371946999999999,-71.087073000000004,"(42.371947, -71.087073)"
30252,01/11/2012 07:18:00 AM,Wednesday,Auto,Bicycle,1688,Massachusetts Ave,,"1688 Massachusetts Ave Cambridge, MA",42.382725999999998,-71.119810000000001,"(42.382726, -71.11981)"
30253,01/11/2012 11:00:00 AM,Wednesday,Auto,Parked Vehicle,358,HURON AVE,,"358 HURON AVE Cambridge, MA",42.381113999999997,-71.138537999999997,"(42.381114, -71.138538)"
30248,01/12/2012 02:32:00 AM,Thursday,Auto,Auto,369,Cardinal Medeiros Ave,,"369 Cardinal Medeiros Ave Cambridge, MA",42.370590999999997,-71.089442000000005,"(42.370591, -71.089442)"
30254,01/12/2012 09:00:00 AM,Thursday,Auto,Auto,,Portland St,," Portland St &  Cambridge, MA",,,
30255,01/12/2012 12:30:00 PM,Thursday,Auto,Auto,,Binney St,Third St," Binney St & Third St Cambridge, MA",42.365678000000003,-71.082406000000006,"(42.365678, -71.082406)"
30256,01/12/2012 04:34:00 PM,Thursday,Auto,Auto,335,Broadway,,"335 Broadway Cambridge, MA",42.370021000000001,-71.102369999999993,"(42.370021, -71.10237)"
30257,01/12/2012 06:00:00 PM,Thursday,Auto,Parked Vehicle,,Second St,Gore St," Second St & Gore St Cambridge, MA",42.371560000000002,-71.078442999999993,"(42.37156, -71.078443)"
30258,01/12/2012 06:20:00 PM,Thursday,Auto,Auto,,PLEASANT ST,Fairmont Ave," PLEASANT ST & Fairmont Ave Cambridge, MA",42.361733000000001,-71.110910000000004,"(42.361733, -71.11091)"
30259,01/12/2012 05:12:00 PM,Thursday,Auto,Auto,,Massachusetts Ave,MELLEN ST," Massachusetts Ave & MELLEN ST Cambridge, MA",42.380831999999998,-71.119870000000006,"(42.380832, -71.11987)"
30260,01/13/2012 10:09:00 AM,Friday,Auto,Parked Vehicle,,OXFORD AVE,HAMMOND ST," OXFORD AVE & HAMMOND ST Cambridge, MA",42.380856000000001,-71.116416999999998,"(42.380856, -71.116417)"
30261,01/13/2012 12:45:00 PM,Friday,Auto,Auto,,Cambridge St,Warren Pl," Cambridge St & Warren Pl Cambridge, MA",42.372101999999998,-71.088275999999993,"(42.372102, -71.088276)"
30262,01/13/2012 01:50:00 PM,Friday,Auto,Auto,10,Bowdoin St,,"10 Bowdoin St Cambridge, MA",42.382542999999998,-71.120382000000006,"(42.382543, -71.120382)"
30263,01/13/2012 04:08:00 PM,Friday,Auto,Auto,,Massachusetts Ave,RICHARD AVE," Massachusetts Ave & RICHARD AVE Cambridge, MA",42.399949999999997,-71.133778000000007,"(42.39995, -71.133778)"
30264,01/13/2012 06:14:00 PM,Friday,Auto,Auto,150,Hampshire St,,"150 Hampshire St Cambridge, MA",42.371110999999999,-71.097843999999995,"(42.371111, -71.097844)"
30265,01/13/2012 09:11:00 PM,Friday,Auto,Parked Vehicle,,GREEN ST,MAGAZINE ST," GREEN ST & MAGAZINE ST Cambridge, MA",42.365012,-71.104585999999998,"(42.365012, -71.104586)"
30266,01/14/2012 12:00:00 AM,Saturday,Auto,Parked Vehicle,99,Gore St,,"99 Gore St Cambridge, MA",42.372127999999996,-71.082307999999998,"(42.372128, -71.082308)"
30267,01/14/2012 12:00:00 AM,Saturday,Auto,Parked Vehicle,168,HARVARD ST,,"168 HARVARD ST Cambridge, MA",42.366154999999999,-71.095940999999996,"(42.366155, -71.095941)"
30268,01/14/2012 03:30:00 PM,Saturday,Auto,Auto,,GARDEN ST,Massachusetts Ave," GARDEN ST & Massachusetts Ave Cambridge, MA",42.375487,-71.119919999999993,"(42.375487, -71.11992)"
30269,01/14/2012 08:00:00 AM,Saturday,Auto,Parked Vehicle,720,Massachusetts Ave,,"720 Massachusetts Ave Cambridge, MA",42.365955,-71.104965000000007,"(42.365955, -71.104965)"
30270,01/14/2012 03:14:00 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,EXETER PARK," Massachusetts Ave & EXETER PARK Cambridge, MA",42.384802999999998,-71.119405,"(42.384803, -71.119405)"
