Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
31925,03/12/2014 03:15:00 PM,Wednesday,Auto,Parked Vehicle,60,DUDLEY ST,,"60 DUDLEY ST Cambridge, MA",42.395786299999997,-71.131362899999999,"(42.3957863, -71.1313629)"
31928,03/10/2014 11:15:00 AM,Monday,Auto,Auto,105,Auburn St,,"105 Auburn St Cambridge, MA",42.362426800000001,-71.103111299999995,"(42.3624268, -71.1031113)"
31929,03/08/2014 09:30:00 PM,Saturday,Auto,Parked Vehicle,966,Windsor St,Cambridge St,"966 Windsor St Cambridge, MA",,,
31930,03/12/2014 04:37:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,Churchill Ave,"Massachusetts Ave & Churchill Ave Cambridge, MA",42.399822200000003,-71.133491500000005,"(42.3998222, -71.1334915)"
31931,03/13/2014 08:38:00 AM,Thursday,Auto,Pedestrian,,Columbia St,Windsor St,"Columbia St & Windsor St Cambridge, MA",,,
31932,03/13/2014 01:52:00 PM,Thursday,Auto,Pedestrian,,Massachusetts Ave,White St,"Massachusetts Ave & White St Cambridge, MA",,,
31933,03/14/2014 10:30:00 PM,Friday,Auto,Pedestrian,,Massachusetts Ave,DUDLEY ST,"Massachusetts Ave & DUDLEY ST Cambridge, MA",42.396636999999998,-71.1293869,"(42.396637, -71.1293869)"
31934,03/14/2014 08:11:00 PM,Friday,Auto,Auto,,Broadway,Windsor St,"Broadway & Windsor St Cambridge, MA",42.367107400000002,-71.095413199999996,"(42.3671074, -71.0954132)"
31935,03/14/2014 12:00:00 AM,Friday,Truck,Auto,,ERIE ST,Brookline St,"ERIE ST & Brookline St Cambridge, MA",42.359142300000002,-71.106147800000002,"(42.3591423, -71.1061478)"
31936,03/14/2014 03:41:00 PM,Friday,Auto,Bus (Other),,GREEN ST,MAGAZINE ST,"GREEN ST & MAGAZINE ST Cambridge, MA",42.365013099999999,-71.104583700000006,"(42.3650131, -71.1045837)"
31937,03/14/2014 01:09:00 PM,Friday,Auto,Truck,,Broadway,Galileo Galilei Way,"Broadway & Galileo Galilei Way Cambridge, MA",,,
31938,03/14/2014 04:00:00 PM,Friday,Auto,Parked Vehicle,20,FRONT ST,,"20 FRONT ST Cambridge, MA",,,
31939,03/15/2014 08:17:00 PM,Saturday,Auto,Parked Vehicle,59,Columbia St,,"59 Columbia St Cambridge, MA",42.365039799999998,-71.098968499999998,"(42.3650398, -71.0989685)"
31940,03/15/2014 12:45:00 AM,Saturday,Auto,Fixed Object,345,Columbia St,,"345 Columbia St Cambridge, MA",42.371414199999997,-71.095336900000007,"(42.3714142, -71.0953369)"
31941,03/15/2014 11:30:00 AM,Saturday,Auto,Pedestrian,359,Rindge Ave,,"359 Rindge Ave Cambridge, MA",,,
31942,03/16/2014 01:50:00 PM,Sunday,Auto,Auto,85,SHERMAN ST,,"85 SHERMAN ST Cambridge, MA",42.387889899999998,-71.132148700000002,"(42.3878899, -71.1321487)"
31943,03/16/2014 01:50:00 AM,Sunday,Auto,Parked Vehicle,85,SHERMAN ST,,"85 SHERMAN ST Cambridge, MA",42.387889899999998,-71.132148700000002,"(42.3878899, -71.1321487)"
31944,03/17/2014 10:39:00 AM,Monday,Auto,Parked Vehicle,,Massachusetts Ave,Albany St,"Massachusetts Ave & Albany St Cambridge, MA",42.360828400000003,-71.096015899999998,"(42.3608284, -71.0960159)"
31945,03/12/2014 04:37:00 PM,Wednesday,Auto,Auto,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",,,
31946,03/17/2014 08:16:00 AM,Monday,Auto,Auto,,KIRKLAND ST,,"KIRKLAND ST Cambridge, MA",,,
31947,03/17/2014 08:50:00 AM,Monday,Auto,Auto,,Concord Ave,SPINELLI PL,"Concord Ave & SPINELLI PL Cambridge, MA",42.390544900000002,-71.154007000000007,"(42.3905449, -71.154007)"
31948,02/27/2014 10:50:00 AM,Thursday,Auto,Auto,,Walden St,SAVILLE ST,"Walden St & SAVILLE ST Cambridge, MA",42.383304600000002,-71.134674099999998,"(42.3833046, -71.1346741)"
31950,03/13/2014 02:26:00 PM,Thursday,Auto,Truck,7,Centre St,,"7 Centre St Cambridge, MA",42.3693466,-71.108207699999994,"(42.3693466, -71.1082077)"
31951,03/13/2014 02:41:00 PM,Thursday,Taxi,Auto,,Massachusetts Ave,Amherst St,"Massachusetts Ave & Amherst St Cambridge, MA",42.358188599999998,-71.093086200000002,"(42.3581886, -71.0930862)"
31952,03/14/2014 04:28:00 PM,Friday,Auto,Auto,430,Broadway,,"430 Broadway Cambridge, MA",42.372890499999997,-71.110076899999996,"(42.3728905, -71.1100769)"
31953,03/16/2014 04:28:00 PM,Sunday,Auto,Parked Vehicle,,Cambridgeside Pl,Cambridgeside Pl,"Cambridgeside Pl & Cambridgeside Pl Cambridge, MA",42.367229500000001,-71.077720600000006,"(42.3672295, -71.0777206)"
31954,03/17/2014 09:46:00 PM,Monday,School Bus,Parked Vehicle,,GOLD STAR RD,Seven Pines Ave,"GOLD STAR RD & Seven Pines Ave Cambridge, MA",42.399608600000001,-71.130020099999996,"(42.3996086, -71.1300201)"
31955,03/18/2014 08:00:00 AM,Tuesday,Auto,Parked Vehicle,,Massachusetts Ave,HOLYOKE ST,"Massachusetts Ave & HOLYOKE ST Cambridge, MA",42.373104099999999,-71.117896999999999,"(42.3731041, -71.117897)"
31956,03/18/2014 09:47:00 AM,Tuesday,Auto,Fixed Object,160,Cambridge St,,"160 Cambridge St Cambridge, MA",42.370853400000001,-71.078544600000001,"(42.3708534, -71.0785446)"
31957,03/18/2014 01:55:00 PM,Tuesday,Taxi,Pedestrian,,Sidney St,,"Sidney St Cambridge, MA",,,
31958,03/18/2014 10:16:00 AM,Tuesday,Auto,Auto,,Massachusetts Ave,DOVER ST,"Massachusetts Ave & DOVER ST Cambridge, MA",42.394523599999999,-71.127014200000005,"(42.3945236, -71.1270142)"
31959,03/18/2014 03:00:00 PM,Tuesday,Auto,Parked Vehicle,1,Broadway,,"1 Broadway Cambridge, MA",42.370803799999997,-71.104789699999998,"(42.3708038, -71.1047897)"
31960,03/19/2014 08:10:00 AM,Wednesday,Auto,Auto,,Charles St,Second St,"Charles St & Second St Cambridge, MA",42.367443100000003,-71.079383899999996,"(42.3674431, -71.0793839)"
31961,03/19/2014 09:30:00 AM,Wednesday,Auto,Auto,,Binney St,Third St,"Binney St & Third St Cambridge, MA",42.365676899999997,-71.082405100000003,"(42.3656769, -71.0824051)"
31962,03/20/2014 07:45:00 AM,Thursday,Auto,Bicycle,,HARVEY ST,Jackson St,"HARVEY ST & Jackson St Cambridge, MA",42.397472399999998,-71.135330199999999,"(42.3974724, -71.1353302)"
31963,03/20/2014 08:45:00 AM,Thursday,Auto,Auto,,Bishop Allen Dr,Norfolk St,"Bishop Allen Dr & Norfolk St Cambridge, MA",42.365230599999997,-71.101287799999994,"(42.3652306, -71.1012878)"
31964,03/20/2014 12:35:00 PM,Thursday,Auto,Auto,799,Concord Ave,,"799 Concord Ave Cambridge, MA",42.390762299999999,-71.155693099999993,"(42.3907623, -71.1556931)"
31965,03/20/2014 03:20:00 PM,Thursday,Auto,Bicycle,2130,Massachusetts Ave,,"2130 Massachusetts Ave Cambridge, MA",42.391780900000001,-71.123908999999998,"(42.3917809, -71.123909)"
31966,03/20/2014 09:55:00 PM,Thursday,Auto,Auto,1590,Cambridge St,,"1590 Cambridge St Cambridge, MA",42.3746948,-71.108322099999995,"(42.3746948, -71.1083221)"
31967,03/20/2014 11:30:00 PM,Thursday,Auto,Auto,1576,Cambridge St,,"1576 Cambridge St Cambridge, MA",42.3745689,-71.107360799999995,"(42.3745689, -71.1073608)"
31968,03/21/2014 05:30:00 PM,Friday,Auto,Auto,99,SHERMAN ST,,"99 SHERMAN ST Cambridge, MA",42.3892059,-71.132652300000004,"(42.3892059, -71.1326523)"
31969,03/22/2014 02:30:00 PM,Saturday,Auto,Auto,,Massachusetts Ave,PLEASANT ST,"Massachusetts Ave & PLEASANT ST Cambridge, MA",42.366409300000001,-71.105392499999994,"(42.3664093, -71.1053925)"
31970,03/23/2014 12:55:00 PM,Sunday,Auto,Auto,53,Jackson Cir,JEFFERSON PARK,"53 Jackson Cir Cambridge, MA",42.392005900000001,-71.135185199999995,"(42.3920059, -71.1351852)"
31971,03/23/2014 01:05:00 PM,Sunday,Auto,Fixed Object,362,Rindge Ave,,"362 Rindge Ave Cambridge, MA",42.393890399999997,-71.138435400000006,"(42.3938904, -71.1384354)"
31972,03/28/2014 09:00:00 AM,Friday,Auto,Auto,24,MONTGOMERY ST,,"24 MONTGOMERY ST Cambridge, MA",42.394023900000001,-71.133125300000003,"(42.3940239, -71.1331253)"
31973,04/01/2014 08:30:00 AM,Tuesday,Auto,Auto,65,Bent St,FIRST ST,"65 Bent St Cambridge, MA",,,
31974,03/29/2014 08:40:00 PM,Saturday,Auto,Parked Vehicle,,ORCHARD ST,Russell St,"ORCHARD ST & Russell St Cambridge, MA",42.392864199999998,-71.122283899999999,"(42.3928642, -71.1222839)"
31975,04/01/2014 10:30:00 AM,Tuesday,Auto,Auto,,MOUNT AUBURN ST,Channing St,"MOUNT AUBURN ST & Channing St Cambridge, MA",42.374988600000002,-71.135246300000006,"(42.3749886, -71.1352463)"
31976,04/02/2014 09:33:00 PM,Wednesday,Auto,Auto,71,FULKERSON ST,,"71 FULKERSON ST Cambridge, MA",42.369831099999999,-71.087410000000006,"(42.3698311, -71.08741)"
31977,04/03/2014 10:33:00 PM,Thursday,Auto,Auto,821,MAIN ST,Cherry St,"821 MAIN ST Cambridge, MA",42.363269799999998,-71.097534199999998,"(42.3632698, -71.0975342)"
31978,04/03/2014 02:02:00 PM,Thursday,Auto,Auto,84,SHERMAN ST,,"84 SHERMAN ST Cambridge, MA",42.388214099999999,-71.132369999999995,"(42.3882141, -71.13237)"
31979,04/01/2014 10:30:00 AM,Tuesday,Auto,Auto,,MOUNT AUBURN ST,Channing St,"MOUNT AUBURN ST & Channing St Cambridge, MA",42.374988600000002,-71.135246300000006,"(42.3749886, -71.1352463)"
31980,04/01/2014 05:10:00 PM,Tuesday,Auto,Auto,,Massachusetts Ave,Cameron Ave,"Massachusetts Ave & Cameron Ave Cambridge, MA",42.397418999999999,-71.130264299999993,"(42.397419, -71.1302643)"
31981,04/03/2014 08:45:00 AM,Thursday,Auto,Bicycle,57,SHERMAN ST,,"57 SHERMAN ST Cambridge, MA",42.387088800000001,-71.131599399999999,"(42.3870888, -71.1315994)"
31982,03/08/2014 06:00:00 PM,Monday,Auto,Parked Vehicle,184,Raymond St,,"184 Raymond St Cambridge, MA",42.388793900000003,-71.128349299999996,"(42.3887939, -71.1283493)"
31983,03/27/2014 10:10:00 AM,Thursday,Auto,Auto,303,Columbia St,,"303 Columbia St Cambridge, MA",42.370338400000001,-71.095954899999995,"(42.3703384, -71.0959549)"
31984,03/30/2014 02:30:00 PM,Sunday,Auto,Auto,,ESSEX ST,PERCY PL,"ESSEX ST & PERCY PL Cambridge, MA",42.366989099999998,-71.101486199999997,"(42.3669891, -71.1014862)"
31985,04/03/2014 08:41:00 PM,Thursday,Auto,Pedestrian,,Broadway,Columbia St,"Broadway & Columbia St Cambridge, MA",42.3678703,-71.097358700000001,"(42.3678703, -71.0973587)"
31986,04/04/2014 07:34:00 PM,Friday,Auto,Auto,,SPRING ST,Third St,"SPRING ST & Third St Cambridge, MA",42.368965099999997,-71.080322300000006,"(42.3689651, -71.0803223)"
31987,04/04/2014 10:13:00 PM,Friday,Auto,Auto,,Massachusetts Ave,,"Massachusetts Ave Cambridge, MA",,,
31988,04/05/2014 04:39:00 AM,Saturday,Auto,Fixed Object,,Massachusetts Ave,SOMERVILLE AVE,"Massachusetts Ave & SOMERVILLE AVE Cambridge, MA",42.388965599999999,-71.119697599999995,"(42.3889656, -71.1196976)"
31989,04/04/2014 07:05:00 PM,Friday,Auto,Bicycle,,KIRKLAND ST,MYRTLE AVE,"KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.3779678,-71.107826200000005,"(42.3779678, -71.1078262)"
31990,04/05/2014 10:45:00 AM,Saturday,Auto,Parked Vehicle,184,Raymond St,,"184 Raymond St Cambridge, MA",42.388793900000003,-71.128349299999996,"(42.3887939, -71.1283493)"
31991,04/07/2014 08:40:00 AM,Monday,Auto,Bicycle,,Broadway,Hampshire St,"Broadway & Hampshire St Cambridge, MA",42.365436600000002,-71.091110200000003,"(42.3654366, -71.0911102)"
31992,03/19/2014 07:13:00 AM,Saturday,Auto,Fixed Object,,Broadway,PROSPECT ST,"Broadway & PROSPECT ST Cambridge, MA",42.369316099999999,-71.101020800000001,"(42.3693161, -71.1010208)"
31993,03/27/2014 05:58:00 PM,Thursday,Auto,Auto,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.368965099999997,-71.080322300000006,"(42.3689651, -71.0803223)"
31994,03/29/2014 09:36:00 PM,Saturday,Auto,Pedestrian,,Leighton,North Point Blvd,"Leighton & North Point Blvd Cambridge, MA",42.371028899999999,-71.072921800000003,"(42.3710289, -71.0729218)"
31995,04/01/2014 04:27:00 PM,Tuesday,Auto,Parked Vehicle,75-7,Tremont St,,"75-7 Tremont St Cambridge, MA",42.372455600000002,-71.097526599999995,"(42.3724556, -71.0975266)"
31996,04/01/2014 09:34:00 PM,Tuesday,Auto,Parked Vehicle,22,MAGNOLIA AVE,,"22 MAGNOLIA AVE Cambridge, MA",42.376834899999999,-71.107360799999995,"(42.3768349, -71.1073608)"
32684,09/14/2014 07:32:00 PM,Sunday,Auto,Auto,,JFK St,,"JFK St Cambridge, MA",,,
31997,04/07/2014 08:40:00 AM,Monday,Auto,Bicycle,,Broadway,Hampshire St,"Broadway & Hampshire St Cambridge, MA",42.365436600000002,-71.091110200000003,"(42.3654366, -71.0911102)"
31998,04/05/2014 10:15:00 PM,Saturday,Auto,Parked Vehicle,,Leighton,,"Leighton Cambridge, MA",,,
32000,04/05/2014 04:06:00 PM,Saturday,Auto,Taxi,50,Broadway,,"50 Broadway Cambridge, MA",42.363006599999999,-71.085121200000003,"(42.3630066, -71.0851212)"
32001,04/02/2014 04:08:00 PM,Wednesday,Auto,Auto,,MAGNOLIA AVE,,"MAGNOLIA AVE Cambridge, MA",,,
32002,04/07/2014 03:30:00 PM,Monday,Auto,Auto,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.389526400000001,-71.1426163,"(42.3895264, -71.1426163)"
32003,04/07/2014 10:15:00 AM,Monday,Truck,Auto,18,Brattle St,,"18 Brattle St Cambridge, MA",42.373367299999998,-71.119941699999998,"(42.3733673, -71.1199417)"
32004,04/07/2014 11:15:00 AM,Monday,Auto,Auto,,JFK St,Brattle St,"JFK St & Brattle St Cambridge, MA",42.373466499999999,-71.119392399999995,"(42.3734665, -71.1193924)"
32005,03/31/2014 12:23:00 AM,Monday,Auto,Auto,11,Tufts St,,"11 Tufts St Cambridge, MA",42.357257799999999,-71.111312900000001,"(42.3572578, -71.1113129)"
32006,03/31/2014 11:00:00 PM,Monday,Auto,Auto,11,Tufts St,,"11 Tufts St Cambridge, MA",42.357257799999999,-71.111312900000001,"(42.3572578, -71.1113129)"
32007,04/02/2014 06:40:00 PM,Wednesday,Auto,Auto,14,MAGNOLIA AVE,,"14 MAGNOLIA AVE Cambridge, MA",42.3768806,-71.107711800000004,"(42.3768806, -71.1077118)"
32008,04/02/2014 05:51:00 PM,Wednesday,Auto,Auto,14,MAGNOLIA AVE,,"14 MAGNOLIA AVE Cambridge, MA",42.3768806,-71.107711800000004,"(42.3768806, -71.1077118)"
32009,04/05/2014 11:40:00 AM,Saturday,Auto,Auto,648,HURON AVE,,"648 HURON AVE Cambridge, MA",42.379936200000003,-71.151908899999995,"(42.3799362, -71.1519089)"
32010,04/05/2014 02:27:00 PM,Saturday,Auto,Auto,59,GRANT ST,Banks St,"59 GRANT ST Cambridge, MA",,,
32011,04/08/2014 05:39:00 AM,Tuesday,Auto,Auto,,Cambridge St,PROSPECT ST,"Cambridge St & PROSPECT ST Cambridge, MA",42.373378799999998,-71.0981369,"(42.3733788, -71.0981369)"
32012,03/29/2014 09:36:00 PM,Tuesday,Auto,Pedestrian,,Leighton,North Point Blvd,"Leighton & North Point Blvd Cambridge, MA",42.371028899999999,-71.072921800000003,"(42.3710289, -71.0729218)"
32013,04/09/2014 12:19:00 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.360153199999999,-71.094879199999994,"(42.3601532, -71.0948792)"
32014,04/09/2014 08:48:00 PM,Wednesday,Auto,Auto,,JAMES ST,Brattle St,"JAMES ST & Brattle St Cambridge, MA",42.375564599999997,-71.123413099999993,"(42.3755646, -71.1234131)"
32015,04/04/2014 09:25:00 AM,Friday,Auto,Auto,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.360153199999999,-71.094879199999994,"(42.3601532, -71.0948792)"
32016,04/08/2014 09:00:00 AM,Tuesday,Auto,Auto,2,University Rd,,"2 University Rd Cambridge, MA",42.373348200000002,-71.122970600000002,"(42.3733482, -71.1229706)"
32017,04/10/2014 12:48:00 PM,Thursday,Auto,Parked Vehicle,14,Laurel St,,"14 Laurel St Cambridge, MA",42.362876900000003,-71.110687299999995,"(42.3628769, -71.1106873)"
32018,04/10/2014 03:00:00 PM,Thursday,Auto,Fixed Object,115,Hampshire St,Columbia St,"115 Hampshire St Cambridge, MA",42.369751000000001,-71.095993000000007,"(42.369751, -71.095993)"
32019,04/10/2014 07:58:00 PM,Thursday,Auto,Bicycle,,Brookline St,Tudor St,"Brookline St & Tudor St Cambridge, MA",42.360706299999997,-71.104499799999999,"(42.3607063, -71.1044998)"
32020,03/27/2014 02:05:00 PM,Thursday,Auto,Auto,,GREEN ST,PLEASANT ST,"GREEN ST & PLEASANT ST Cambridge, MA",42.365871400000003,-71.106025700000004,"(42.3658714, -71.1060257)"
32021,04/11/2014 07:53:00 AM,Friday,Auto,Auto,,Massachusetts Ave,DAVENPORT ST,"Massachusetts Ave & DAVENPORT ST Cambridge, MA",42.389419599999997,-71.120033300000003,"(42.3894196, -71.1200333)"
32022,04/11/2014 10:47:00 AM,Friday,Auto,Auto,259,Cambridge St,Third St,"259 Cambridge St Cambridge, MA",42.371074700000001,-71.080276499999997,"(42.3710747, -71.0802765)"
32117,04/26/2014 06:54:00 PM,Saturday,Auto,Motorcycle,173,HARVARD ST,,"173 HARVARD ST Cambridge, MA",,,
32023,04/11/2014 10:49:00 AM,Friday,Auto,Auto,315,Massachusetts Ave,,"315 Massachusetts Ave Cambridge, MA",42.362560299999998,-71.098922700000003,"(42.3625603, -71.0989227)"
32024,04/11/2014 12:45:00 PM,Friday,Auto,Auto,35,West St,,"35 West St Cambridge, MA",42.370010399999998,-71.105094899999997,"(42.3700104, -71.1050949)"
32025,04/12/2014 09:54:00 AM,Saturday,Auto,Auto,,Massachusetts Ave,GLADSTONE ST,"Massachusetts Ave & GLADSTONE ST Cambridge, MA",42.400528000000001,-71.135124200000007,"(42.400528, -71.1351242)"
32026,04/12/2014 02:52:00 PM,Saturday,Auto,Auto,,MAGAZINE ST,Auburn St,"MAGAZINE ST & Auburn St Cambridge, MA",42.363987000000002,-71.1057129,"(42.363987, -71.1057129)"
32027,04/13/2014 10:30:00 AM,Sunday,Auto,Auto,259,Cambridge St,,"259 Cambridge St Cambridge, MA",42.371074700000001,-71.080276499999997,"(42.3710747, -71.0802765)"
32028,04/14/2014 09:15:00 PM,Monday,Auto,Auto,20,GARFIELD ST,,"20 GARFIELD ST Cambridge, MA",42.3837738,-71.119209299999994,"(42.3837738, -71.1192093)"
32029,04/14/2014 08:43:00 PM,Monday,Auto,Truck,247,Washington Ave,,"247 Washington Ave Cambridge, MA",42.364913899999998,-71.096527100000003,"(42.3649139, -71.0965271)"
32030,04/08/2014 04:15:00 PM,Tuesday,Auto,Auto,185,Appleton Pl,SAVILLE ST,"185 Appleton Pl Cambridge, MA",42.382621800000003,-71.133476299999998,"(42.3826218, -71.1334763)"
32031,04/08/2014 04:20:00 PM,Tuesday,Auto,Auto,,Charles St,Second St,"Charles St & Second St Cambridge, MA",42.367443100000003,-71.079383899999996,"(42.3674431, -71.0793839)"
32032,04/09/2014 08:35:00 AM,Wednesday,Auto,Auto,177,PEMBERTON ST,,"177 PEMBERTON ST Cambridge, MA",42.390899699999999,-71.130981399999996,"(42.3908997, -71.1309814)"
32033,04/10/2014 02:46:00 PM,Thursday,Auto,Auto,1573,Cambridge St,,"1573 Cambridge St Cambridge, MA",42.374527,-71.107002300000005,"(42.374527, -71.1070023)"
32035,04/11/2014 01:41:00 AM,Friday,Auto,Auto,,Cambridge St,FIRST ST,"Cambridge St & FIRST ST Cambridge, MA",42.370635999999998,-71.076934800000004,"(42.370636, -71.0769348)"
32036,04/11/2014 02:41:00 PM,Friday,Auto,Auto,1414,Massachusetts Ave,,"1414 Massachusetts Ave Cambridge, MA",42.373779300000002,-71.1190414,"(42.3737793, -71.1190414)"
32037,04/11/2014 01:48:00 PM,Friday,Auto,Auto,120,FOSTER ST,DOANE ST,"120 FOSTER ST Cambridge, MA",42.376289399999997,-71.132369999999995,"(42.3762894, -71.13237)"
32038,04/13/2014 01:19:00 PM,Sunday,Auto,Taxi,,PACIFIC ST,Sidney St,"PACIFIC ST & Sidney St Cambridge, MA",42.360359199999998,-71.102478000000005,"(42.3603592, -71.102478)"
32039,04/14/2014 08:43:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Temple St,"Massachusetts Ave & Temple St Cambridge, MA",42.365974399999999,-71.104675299999997,"(42.3659744, -71.1046753)"
32040,04/13/2014 04:30:00 PM,Sunday,Auto,Auto,106,Berkshire St,,"106 Berkshire St Cambridge, MA",42.371070899999999,-71.090446499999999,"(42.3710709, -71.0904465)"
32041,04/15/2014 08:45:00 AM,Tuesday,Auto,Auto,,OXFORD AVE,Crescent St,"OXFORD AVE & Crescent St Cambridge, MA",42.383041400000003,-71.1161575,"(42.3830414, -71.1161575)"
32042,04/16/2014 09:46:00 AM,Wednesday,Auto,Auto,362,Rindge Ave,,"362 Rindge Ave Cambridge, MA",42.393890399999997,-71.138435400000006,"(42.3938904, -71.1384354)"
32043,04/16/2014 08:45:00 AM,Wednesday,Auto,Auto,,Massachusetts Ave,ELLERY ST,"Massachusetts Ave & ELLERY ST Cambridge, MA",42.3695679,-71.111862200000004,"(42.3695679, -71.1118622)"
32044,04/16/2014 02:55:00 PM,Wednesday,Auto,Auto,,Concord Ave,FAWCETT ST,"Concord Ave & FAWCETT ST Cambridge, MA",42.389156300000003,-71.145996100000005,"(42.3891563, -71.1459961)"
32045,04/18/2014 09:10:00 AM,Friday,Auto,Bicycle,,HURON AVE,Appleton St,"HURON AVE & Appleton St Cambridge, MA",42.381523100000003,-71.134101900000005,"(42.3815231, -71.1341019)"
32046,04/13/2014 12:00:00 AM,Sunday,Auto,Auto,20,Berkeley St,,"20 Berkeley St Cambridge, MA",42.378627799999997,-71.126136799999998,"(42.3786278, -71.1261368)"
32047,04/15/2014 08:50:00 PM,Tuesday,Auto,Auto,346,PEARL ST,,"346 PEARL ST Cambridge, MA",42.356357600000003,-71.111625700000005,"(42.3563576, -71.1116257)"
32048,04/15/2014 03:31:00 PM,Tuesday,Auto,Auto,,IRVING ST,KIRKLAND ST,"IRVING ST & KIRKLAND ST Cambridge, MA",42.377361299999997,-71.1106415,"(42.3773613, -71.1106415)"
32049,04/17/2014 02:00:00 PM,Thursday,Auto,Auto,,Binney St,Third St,"Binney St & Third St Cambridge, MA",42.365676899999997,-71.082405100000003,"(42.3656769, -71.0824051)"
32050,04/17/2014 06:49:00 PM,Thursday,Auto,Auto,,ELM ST,White St,"ELM ST & White St Cambridge, MA",42.389637,-71.117004399999999,"(42.389637, -71.1170044)"
32051,04/17/2014 03:00:00 PM,Thursday,Auto,Auto,,Clary St,PROSPECT ST,"Clary St & PROSPECT ST Cambridge, MA",42.373859400000001,-71.097801200000006,"(42.3738594, -71.0978012)"
32052,04/17/2014 11:45:00 PM,Thursday,Auto,Auto,,Union St,Market St,"Union St & Market St Cambridge, MA",42.368328099999999,-71.096092200000001,"(42.3683281, -71.0960922)"
32053,04/18/2014 05:00:00 PM,Friday,Auto,Auto,2055,Massachusetts Ave,,"2055 Massachusetts Ave Cambridge, MA",42.391036999999997,-71.122543300000004,"(42.391037, -71.1225433)"
32054,04/18/2014 07:00:00 AM,Friday,Auto,Auto,10,Buena Vista Park,,"10 Buena Vista Park Cambridge, MA",42.387771600000001,-71.124259899999998,"(42.3877716, -71.1242599)"
32055,04/18/2014 03:38:00 PM,Friday,Auto,Auto,,Auburn St,River St,"Auburn St & River St Cambridge, MA",42.364574400000002,-71.106689500000002,"(42.3645744, -71.1066895)"
32056,04/21/2014 12:41:00 PM,Monday,Auto,Auto,637,Concord Ave,,"637 Concord Ave Cambridge, MA",,,
32057,04/21/2014 06:10:00 PM,Monday,Auto,Fixed Object,844,MAIN ST,,"844 MAIN ST Cambridge, MA",42.363334700000003,-71.098396300000005,"(42.3633347, -71.0983963)"
32058,04/21/2014 09:11:00 PM,Monday,Auto,Auto,,Massachusetts Ave,ESSEX ST,"Massachusetts Ave & ESSEX ST Cambridge, MA",42.365077999999997,-71.103179900000001,"(42.365078, -71.1031799)"
32059,04/20/2014 05:00:00 PM,Saturday,Auto,Auto,148,Richdale Ave,,"148 Richdale Ave Cambridge, MA",42.389129599999997,-71.126182600000007,"(42.3891296, -71.1261826)"
32060,04/21/2014 11:00:00 AM,Monday,Auto,Auto,,HARVARD ST,HANCOCK ST,"HARVARD ST & HANCOCK ST Cambridge, MA",42.370048500000003,-71.106887799999996,"(42.3700485, -71.1068878)"
32061,04/21/2014 07:15:00 PM,Monday,Auto,Auto,625,MOUNT AUBURN ST,,"625 MOUNT AUBURN ST Cambridge, MA",42.375137299999999,-71.146789600000005,"(42.3751373, -71.1467896)"
32062,04/22/2014 03:08:00 PM,Tuesday,Auto,Auto,,MAGAZINE ST,PRINCE ST,"MAGAZINE ST & PRINCE ST Cambridge, MA",42.360271500000003,-71.109809900000002,"(42.3602715, -71.1098099)"
32063,04/22/2014 09:30:00 PM,Tuesday,Taxi,Auto,,Broadway,Columbia St,"Broadway & Columbia St Cambridge, MA",42.3678703,-71.097358700000001,"(42.3678703, -71.0973587)"
32064,04/22/2014 08:47:00 PM,Tuesday,Auto,Pedestrian,,HARVARD ST,QUINCY ST,"HARVARD ST & QUINCY ST Cambridge, MA",42.372306799999997,-71.115150499999999,"(42.3723068, -71.1151505)"
32065,04/23/2014 10:05:00 PM,Wednesday,Auto,Fixed Object,,HOWARD ST,Western Ave,"HOWARD ST & Western Ave Cambridge, MA",42.3647499,-71.110771200000002,"(42.3647499, -71.1107712)"
32066,04/24/2014 07:48:00 AM,Thursday,Auto,Bicycle,,Brattle St,MASON ST,"Brattle St & MASON ST Cambridge, MA",42.375988,-71.124610899999993,"(42.375988, -71.1246109)"
32067,04/24/2014 10:50:00 AM,Thursday,Auto,Bicycle,,Broadway,DAVIS ST,"Broadway & DAVIS ST Cambridge, MA",42.366020200000001,-71.092643699999996,"(42.3660202, -71.0926437)"
32068,04/24/2014 05:19:00 PM,Thursday,Auto,Auto,,Brookline St,Sidney St,"Brookline St & Sidney St Cambridge, MA",,,
32069,04/24/2014 01:44:00 PM,Thursday,Auto,Pedestrian,,Massachusetts Ave,Norfolk St,"Massachusetts Ave & Norfolk St Cambridge, MA",42.364425699999998,-71.102081299999995,"(42.3644257, -71.1020813)"
