"","artist","genre","museums","born","firstName","nationality","medium","century"
"2313","Jan Saenredam","Baroque Era","Art Institute of Chicago, Fine Arts Museums of San Francisco, Metropolitan Museum of Art, National Gallery of Art, Rijksmuseum, Royal Academy of Arts Collection, Art Gallery of Greater Victoria, Block Museum of Art at Northwestern University, Block Museum of Art at Northwestern University, Cleveland Museum of Art, Haggerty Museum of Art at Marquette University, Harvard University Art Museums, Indianapolis Museum of Art, Los Angeles County Museum of Art, Philadelphia Museum of Art, San Diego Museum of Art, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, Université de Liège Collections, Utah Museum of Fine Arts, Valtion Taidemuseo (Finnish National Gallery), Art Fund for UK Museums",1565,"Jan","Dutch","Engraver",15
"2314","Bernard Safran","Contemporary Realist","National Portrait Gallery, National Portrait Gallery",1924,"Bernard","American","Painter",19
"2315","Cornelis Saftleven","Baroque Era","Art Institute of Chicago, Dallas Museum of Art, Fine Arts Museums of San Francisco, J. Paul Getty Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery of Art, Rijksmuseum, The Royal Collection, Akademie der Bildenden Künst, Bowes Museum, Bowes Museum, Courtauld Institute of Art, Harvard University Art Museums, Hood Museum of Art, Philadelphia Museum of Art, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1607,"Cornelis","Dutch","Painter",16
"2316","Herman Saftleven the Younger","Baroque Era","Art Institute of Chicago, Fine Arts Museums of San Francisco, Hermitage Museum, J. Paul Getty Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Museum of Fine Arts, National Galleries of Scotland, National Gallery, National Gallery of Art, Rijksmuseum, Smithsonian American Art Museum, Bowes Museum, Bowes Museum, Cleveland Museum of Art, Courtauld Institute of Art, Dulwich Picture Gallery, Los Angeles County Museum of Art, Museum Bredius, Museum der Bildenden Künste, Philadelphia Museum of Art, Rijksmuseum Twenthe, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, The Albertina Graphic Art Databank, Art Fund for UK Museums, Flemish Art Collection Database, UK National Inventory of Continental European Paintings (NICE)",1609,"Herman","Dutch","Painter",16
"2317","Isaac Sailmaker","Baroque Era","Tate Gallery, National Maritime Museum, Art Fund for UK Museums, UK National Inventory of Continental European Paintings (NICE)",1633,"Isaac","British","Painter",16
"2318","Saint Cecilia Master","Byzantine Style","Norton Simon Museum, State Museums of Florence Digital Archive, Virtual Uffizi",1300,"Saint","Italian","Painter",13
"2319","Simon Renard de Saint-Andre","Baroque Era","Unknown",1613,"Simon","French","Painter",16
"2320","Augustus Saint-Gaudens","Realist","Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Metropolitan Museum of Art, Musée d'Orsay, Musée d'Orsay, Museum of Fine Arts, National Gallery of Art, National Gallery of Art, Saint-Gaudens National Historic Site, Smithsonian American Art Museum, Tate Gallery, Addison Gallery of American Art, Amon Carter Museum, Ball State Museum of Art, Bowdoin College Museum of Art, Brooklyn Museum, Brooklyn Museum/Luce Center for American Art, Carnegie Museum of Art, Cincinnati Art Museum, Cleveland Museum of Art, Courtauld Institute of Art, Currier Gallery of Art, Dublin City Gallery | The Hugh Lane, Five College Museums Collections Database, Harvard University Art Museums, Huntington Sculpture Garden at Brookgreen Gardens, Indianapolis Museum of Art, Los Angeles County Museum of Art, Memorial Art Gallery of the University of Rochester, Museum of the National Academy of Design, National Portrait Gallery, North Carolina Museum of Art, Pennsylvania Academy of the Fine Arts, Philadelphia Museum of Art, Princeton University Art Museum, San Diego Museum of Art, Seattle Art Museum, Sheldon Museum of Art, The Huntington Library, The Newark Museum, Toledo Museum of Art, U.S. Senate Art Collection, U.S. Senate Art Collection, Joconde Database of French Museum Collections, La Fayette Database of American Art in French National Collections, Smithsonian American Art Museum National Art Inventories",1848,"Augustus","Irish","Sculptor",18
"2321","Ventura Salimbeni","Baroque Era","Art Institute of Chicago, Fine Arts Museums of San Francisco, Fitzwilliam Museum at the University of Cambridge, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Gallery of Art, Courtauld Institute of Art, Drawings from the Biblioteca Ambrosiana, Galleria Nazionale dell'Umbria, Harvard University Art Museums, Palais Fesch Musée des Beaux-Arts, Philadelphia Museum of Art, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, Art Fund for UK Museums",1567,"Ventura","Italian","Painter",15
"2322","Tommaso Salini","Baroque Era","National Gallery of Australia, Thyssen-Bornemisza Museum",1575,"Tommaso","Italian","Painter",15
"2323","Nicola Salvi","Rococo Era","Louvre Museum Graphic Art Database, Courtauld Institute of Art",1697,"Nicola","Italian","Sculptor",16
"2324","John Salt","Photorealist","Birmingham Museums & Art Gallery, National Galleries of Scotland, Smithsonian American Art Museum, Akron Art Museum, Canton Museum of Art, Canton Museum of Art, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Seavest Collection of Contemporary American Realism, Art Fund for UK Museums",1937,"John","British","Painter",19
"2325","Francesco Salviati","Mannerist","Art Institute of Chicago, Fine Arts Museums of San Francisco, Hermitage Museum, J. Paul Getty Museum, Kress Foundation Collection, Kunsthistorisches Museum Databank, Liechtenstein Museum, Louvre Museum, Louvre Museum, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art , Museum of Fine Arts, National Gallery of Art, Prado Museum Database, The Royal Collection, Cleveland Museum of Art, Courtauld Institute of Art, Drawings from the Biblioteca Ambrosiana, Harvard University Art Museums, Indianapolis Museum of Art, Los Angeles County Museum of Art, Museo del Corso, Museo Poldi Pezzoli, Museum der Bildenden Künste, National Museum of Western Art, Palazzo Colonna Gallery, Ringling Museum of Art, Royal Museums of Fine Arts of Belgium Catalogue, Saint Louis Art Museum, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, The Albertina Graphic Art Databank, The Walters Art Museum, Villa del Principe, Palazzo di Andrea Doria, Virtual Uffizi, Art Fund for UK Museums, Flemish Art Collection Database",1510,"Francesco","Italian","Painter",15
"2326","Mariano Salvador Maella","Neoclassical","Metropolitan Museum of Art, Prado Museum Database, Museo de Bellas Artes de Valencia, Museo de Bellas Artes de Valencia, Philadelphia Museum of Art",1739,"Mariano","Spanish","Painter",17
"2327","Paul Sandby","Rococo Era","Art Institute of Chicago, Birmingham Museums & Art Gallery, Fine Arts Museums of San Francisco, Metropolitan Museum of Art, Metropolitan Museum of Art , National Galleries of Scotland, National Gallery of Art, Royal Academy of Arts Collection, Tate Gallery, The Royal Collection, Art Gallery of Greater Victoria, Ashmolean Museum at the University of Oxford, Bolton Art Gallery, Christchurch Art Gallery / Te Puna O Waiwhetu, Cleveland Museum of Art, Courtauld Institute of Art, Denver Art Museum / Berger Collection, Dulwich Picture Gallery, Harvard University Art Museums, Herbert Art Gallery and Museum, Hunterian Museum and Art Gallery, Lauren Rogers Museum of Art, Leeds City Art Gallery, Manchester City Art Gallery, Museum of London, Philadelphia Museum of Art, Pierpont Morgan Library, Princeton University Art Museum, Rijksmuseum Twenthe, Southampton City Art Gallery, The Albertina Graphic Art Databank, The British Museum, The Faringdon Collection at Buscot Park, The Huntington Library, Tyne & Wear Museums Database, Victoria and Albert Museum Catalogue, Wichita Art Museum, Yale Center for British Art, Art Fund for UK Museums, D'Outre Manche Database of British Art in French Public Collections",1730,"Paul","English","Painter",17
"2328","Paul Starrett Sample","Regionalist","Art Institute of Chicago, Fine Arts Museums of San Francisco, National Gallery of Art, Smithsonian American Art Museum, Addison Gallery of American Art, Arkell Museum at Canajoharie, Brooklyn Museum, Cleveland Museum of Art, Currier Gallery of Art, Los Angeles County Museum of Art, Marshall Space Flight Center Art Collection, Museum of the National Academy of Design, Princeton University Art Museum, Springville Museum of Art, Smithsonian American Art Museum National Art Inventories",1896,"Paul","American","Painter",18
"2329","Pedro Sanchez","Early Renaissance","Victoria and Albert Museum Catalogue",1454,"Pedro","Spanish","Painter",14
"2330","Frederick Sandys","Pre-Raphaelite","Birmingham Museums & Art Gallery, Birmingham Museums & Art Gallery, Fitzwilliam Museum at the University of Cambridge, Metropolitan Museum of Art, Museum of Fine Arts, Tate Gallery, Ackland Art Museum at the University of North Carolina, Amgueddfa Cymru - National Museum Wales, Art Gallery of New South Wales, Ashmolean Museum at the University of Oxford, Cleveland Museum of Art, Delaware Art Museum, Harvard University Art Museums, Manchester City Art Gallery, National Portrait Gallery, Norwich Museums, Philadelphia Museum of Art, Sheffield Galleries & Museums, The Huntington Library, Tyne & Wear Museums Database, University of Dundee Fine Art Collection, Victoria and Albert Museum Catalogue, Art Fund for UK Museums",1829,"Frederick","English","Painter",18
"2331","Jacopo Sansovino","Mannerist","Art Institute of Chicago, Kunsthistorisches Museum Databank, Liechtenstein Museum, Louvre Museum Database, Louvre Museum Graphic Art Database, National Galleries of Scotland, National Gallery of Art, Cleveland Museum of Art, Courtauld Institute of Art, Galleria G. Franchetti alla Ca' d'Oro, Museo Correr, Pinacoteca Civica di Vicenza, Statens Museum for Kunst (National Gallery of Denmark), The Walters Art Museum",1486,"Jacopo","Italian","Sculptor",14
"2332","Joachim von Sandrart","Baroque Era","Hermitage Museum, J. Paul Getty Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Rijksmuseum, Amsterdams Historisch Museum, Courtauld Institute of Art, Musée des Beaux-Arts de Rennes, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), The Albertina Graphic Art Databank, Art Fund for UK Museums",1609,"Joachim","German","Painter",16
"2333","Francesco da Sangallo","High Renaissance","National Gallery of Art, Courtauld Institute of Art, Frick Collection, Art Fund for UK Museums",1484,"Francesco","Italian","Sculptor",14
"2334","Giuliano da Sangallo","Early Renaissance","Metropolitan Museum of Art, Courtauld Institute of Art, The Albertina Graphic Art Databank",1443,"Giuliano","Italian","Architect",14
"2335","Lorenzo di Alessandro da Sanseverino","Early Renaissance","National Gallery, Brooklyn Museum, Cleveland Museum of Art, State Museums of Florence Digital Archive, The Walters Art Museum, Virtual Uffizi",1468,"Lorenzo","Italian","Painter",14
"2336","Andrea Sansovino","High Renaissance","Birmingham Museums & Art Gallery, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, National Gallery of Art, Courtauld Institute of Art, Statens Museum for Kunst (National Gallery of Denmark)",1467,"Andrea","Italian","Sculptor",14
"2337","Dirck van Santvoort","Baroque Era","Museum of Fine Arts, National Gallery, Rijksmuseum, Amsterdams Historisch Museum, Cleveland Museum of Art, Courtauld Institute of Art, Memorial Art Gallery of the University of Rochester, Muzeum Sztuki, Phoenix Art Museum",1610,"Dirck","Dutch","Painter",16
"2338","Sano di Pietro","Early Renaissance","Art Institute of Chicago, Detroit Institute of Arts, Kress Foundation Collection, Louvre Museum Database, Metropolitan Museum of Art, Museum of Fine Arts, National Galleries of Scotland, National Gallery of Art, Yale University Art Gallery, Art Gallery of New South Wales, Ashmolean Museum at the University of Oxford, Bonnefanten Museum, Brooklyn Museum, Cleveland Museum of Art, Courtauld Institute of Art, Five College Museums Collections Database, Musée Marmottan Monet, Museo Diocesano di Milan, Philadelphia Museum of Art, San Diego Museum of Art, Joconde Database of French Museum Collections",1406,"Sano","Italian","Painter",14
"2339","Jean-Baptiste Santerre","Baroque Era","Art Institute of Chicago, Hermitage Museum, Louvre Museum Database, Prado Museum Database, National Museum in Warsaw, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1651,"Jean-Baptiste","French","Painter",16
"2340","Carlo Saraceni","Baroque Era","Alte Pinakothek, Fine Arts Museums of San Francisco, J. Paul Getty Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Gallery, National Gallery of Art, Prado Museum Database, Rijksmuseum, Christchurch Art Gallery / Te Puna O Waiwhetu, Dayton Art Institute, Los Angeles County Museum of Art, Museu de Arte de São Paulo, Palais Fesch Musée des Beaux-Arts, Thyssen-Bornemisza Museum, Flemish Art Collection Database, Joconde Database of French Museum Collections",1580,"Carlo","Italian","Painter",15
"2341","Giovanni Santi","Early Renaissance","National Gallery, Courtauld Institute of Art",1430,"Giovanni","Italian","Painter",14
"2342","Sassetta","Early Renaissance","Detroit Institute of Arts, Louvre Museum, Louvre Museum Database, Metropolitan Museum of Art, Metropolitan Museum of Art , National Gallery, National Gallery of Art, Bowes Museum, Cleveland Museum of Art, Strossmayer's Old Master Gallery, The Albertina Graphic Art Databank, Art Fund for UK Museums, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1390,"Sassetta","Italian","Painter",13
"2343","Sassoferrato","Baroque Era","Detroit Institute of Arts, Fine Arts Museums of San Francisco, Kunsthistorisches Museum Databank, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Musee d'Art Roger-Quilliot, Museum of Fine Arts, National Gallery, Prado Museum Database, Rijksmuseum, The Royal Collection, Vatican Museums, Ashmolean Museum at the University of Oxford, Bob Jones University Museum & Gallery, Courtauld Institute of Art, Drawings from the Biblioteca Ambrosiana, Galleria Nazionale dell'Umbria, Indianapolis Museum of Art, Loyola University Museum of Art, Marche Region Museums, McMullen Museum of Art at Boston College, McMullen Museum of Art at Boston College, Museo Poldi Pezzoli, National Gallery of Victoria, Palais Fesch Musée des Beaux-Arts, Ringling Museum of Art, Saint Louis Art Museum, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), The Wallace Collection, The Walters Art Museum, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1609,"Sassoferrato","Italian","Painter",16
"2344","Roelandt Savery","Northern Renaissance","Detroit Institute of Arts, Fitzwilliam Museum at the University of Cambridge, Hermitage Museum, J. Paul Getty Museum, Kunsthistorisches Museum Databank, Liechtenstein Museum, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art , Museum of Fine Arts, National Gallery, National Gallery of Art, Norton Simon Museum, Rijksmuseum, Städel Museum, The Royal Collection, Ashmolean Museum at the University of Oxford, Centraal Museum, Cleveland Museum of Art, CODART - Dutch and Flemish paintings in the Brukenthal Museum, Sibiu, Courtauld Institute of Art, Dordrechts Museum, Harvard University Art Museums, Indianapolis Museum of Art, Le Musée de la Chartreuse de Douai, Le Musée Ingres, Museu Nacional de Belas Artes, Museum Bredius, National Brukenthal Museum, Palais des Beaux-Arts de Lille, Rijksmuseum Twenthe, Royal Museums of Fine Arts of Belgium Catalogue, Saint Louis Art Museum, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, The Albertina Graphic Art Databank, The British Museum, The Faringdon Collection at Buscot Park, Thyssen-Bornemisza Museum, Art Fund for UK Museums, Flemish Art Collection Database, UK National Inventory of Continental European Paintings (NICE)",1576,"Roelandt","Flemish","Painter",15
"2345","Augusta Savage","Harlem Renaissance","Detroit Institute of Arts, Smithsonian American Art Museum, Cleveland Museum of Art, Cummer Museum of Art, Howard University Art Collection, Howard University Art Collection, Indianapolis Museum of Art, Schomburg Center for Research in Black Culture, Smithsonian American Art Museum National Art Inventories",1892,"Augusta","American","Sculptor",18
"2346","Piat-Joseph Sauvage","Rococo Era","Fine Arts Museums of San Francisco, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Gallery of Art, Le Musée Ingres, Musée des Augustins, Philadelphia Museum of Art, The Walters Art Museum, Victoria and Albert Museum Catalogue, Flemish Art Collection Database, UK National Inventory of Continental European Paintings (NICE)",1744,"Piat-Joseph","Flemish","Painter",17
"2347","Giovanni Girolamo Savoldo","Mannerist","Art Institute of Chicago, J. Paul Getty Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art , National Gallery, National Gallery of Art, The Royal Collection, Cleveland Museum of Art, Courtauld Institute of Art, Galleria Borghese, Pinacoteca Tosio Martinengo, State Museums of Florence Digital Archive, Timken Museum of Art, Virtual Uffizi",1480,"Giovanni","Italian","Painter",14
"2348","Alberto Savinio","Surrealist","Fine Arts Museums of San Francisco, National Gallery of Art, GAM - Galleria Civica d'Arte Moderna e Contemporanea, Museo di Arte Moderna e Contemporanea, Studio Esseci",1891,"Alberto","Italian","Painter",18
"2349","Wilhelm von Schadow","Romantic","Metropolitan Museum of Art, Neue Pinakothek, Haus der Kunst, Museum der Bildenden Künste, State Museums of Florence Digital Archive, The Albertina Graphic Art Databank, Flemish Art Collection Database",1788,"Wilhelm","German","Painter",17
"2350","Johann Gottfried Schadow","Neoclassical","Art Institute of Chicago, Metropolitan Museum of Art, National Gallery of Art, Courtauld Institute of Art, Harvard University Art Museums, Philadelphia Museum of Art, Staatsgalerie Stuttgart, Statens Museum for Kunst (National Gallery of Denmark)",1764,"Johann","German","Sculptor",17
"2351","Martin Schaffner","Northern Renaissance","Art Institute of Chicago, Kunsthistorisches Museum Databank, Kunstmuseum Basel, Museumslandschaft Hessen, Philadelphia Museum of Art, Staatliche Kunsthalle Karlsruhe, Thyssen-Bornemisza Museum",1477,"Martin","German","Painter",14
"2352","Godfried Schalcken","Baroque Era","Fine Arts Museums of San Francisco, Fitzwilliam Museum at the University of Cambridge, J. Paul Getty Museum, Liechtenstein Museum, Louvre Museum Graphic Art Database, Mauritshuis Royal Picture Gallery, Metropolitan Museum of Art, National Galleries of Scotland, National Gallery, National Gallery of Art, Prado Museum Database, Rijksmuseum, The Royal Collection, Amgueddfa Cymru - National Museum Wales, Amsterdams Historisch Museum, Art Gallery of Ontario, Ashmolean Museum at the University of Oxford, Bowdoin College Museum of Art, Cheltenham Art Gallery and Museum, Dordrechts Museum, Dulwich Picture Gallery, Harvard University Art Museums, Museum Bredius, Philadelphia Museum of Art, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), The Wallace Collection, Art Fund for UK Museums, Flemish Art Collection Database, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1643,"Godfried","Dutch","Painter",16
"2353","Hans Leonhard Schäufelein","Northern Renaissance","Detroit Institute of Arts, Fine Arts Museums of San Francisco, J. Paul Getty Museum, Kunsthistorisches Museum Databank, National Gallery of Art, Cleveland Museum of Art, Dalhousie University Art Gallery, Harvard University Art Museums, Indianapolis Museum of Art, Kunstmuseum Basel, Los Angeles County Museum of Art, Marian Library at the University of Dayton, Philadelphia Museum of Art, Schleswig-Holstein Museums, Staatliche Kunsthalle Karlsruhe, Statens Museum for Kunst (National Gallery of Denmark), Art Fund for UK Museums, UK National Inventory of Continental European Paintings (NICE)",1480,"Hans","German","Painter",14
"2354","Bartolomeo Schedoni","Baroque Era","Art Institute of Chicago, Fine Arts Museums of San Francisco, Hermitage Museum, Kunsthistorisches Museum Databank, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Gallery, National Gallery of Art, Prado Museum Database, Rijksmuseum, The Royal Collection, Ashmolean Museum at the University of Oxford, Courtauld Institute of Art, Dulwich Picture Gallery, Le Musée Ingres, Los Angeles County Museum of Art, Philadelphia Museum of Art, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, The Albertina Graphic Art Databank, The Walters Art Museum, Valtion Taidemuseo (Finnish National Gallery), Art Fund for UK Museums, UK National Inventory of Continental European Paintings (NICE)",1578,"Bartolomeo","Italian","Painter",15
"2355","Ary Scheffer","Academic","Art Institute of Chicago, Detroit Institute of Arts, Dordrechts Museum, Hermitage Museum, Louvre Museum Database, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery, National Gallery of Art, Réunion des Musées Nationaux, Rijksmuseum, The Royal Collection, Cleveland Museum of Art, Courtauld Institute of Art, Harvard University Art Museums, Los Angeles County Museum of Art, Manchester City Art Gallery, Musée des Beaux-Arts de Rouen, Museo Glauco Lombardi, Museum Collection Database for the Region of Haute-Normandie, France, National Gallery of Victoria, National Museum of Western Art, National Portrait Gallery, Palmer Museum of Art at Pennsylvania State University, Rijksmuseum Twenthe, State Museums of Florence Digital Archive, The Essence of Line: French Drawings from Ingres to Degas, The Wallace Collection, The Walters Art Museum, Van Gogh Museum, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE), Smithsonian American Art Museum National Art Inventories",1795,"Ary","Dutch","Painter",17
"2356","Lo Scheggia","Early Renaissance","J. Paul Getty Museum, Kress Foundation Collection, Metropolitan Museum of Art, Metropolitan Museum of Art , Ashmolean Museum at the University of Oxford, Carnegie Museum of Art, Philadelphia Museum of Art, Ringling Museum of Art, State Museums of Florence Digital Archive, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark)",1406,"Lo","Italian","Painter",14
"2357","Francesco Maria Schiaffino","Rococo Era","Louvre Museum Database, Palazzo Rosso",1688,"Francesco","Italian","Sculptor",16
"2358","Andrea Schiavone","Mannerist","Art Institute of Chicago, Birmingham Museums & Art Gallery, Dallas Museum of Art, Fine Arts Museums of San Francisco, Hermitage Museum, Kress Foundation Collection, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art , National Galleries of Scotland, National Gallery, National Gallery of Art, Prado Museum Database, The Royal Collection, Ca' Rezzonico - Museo del Settecento Veneziano, Ca' Rezzonico - Museo del Settecento Veneziano, Cleveland Museum of Art, Courtauld Institute of Art, Drawings from the Biblioteca Ambrosiana, Harvard University Art Museums, Hunterian Museum and Art Gallery, Los Angeles County Museum of Art, Los Angeles County Museum of Art, Philadelphia Museum of Art, Querini Stampalia Foundation Museum, State Museums of Florence Digital Archive, Strossmayer's Old Master Gallery, Teylers Museum, The Albertina Graphic Art Databank, Art Fund for UK Museums",1500,"Andrea","Italian","Painter",15
"2359","Egon Schiele","Expressionist","Art Institute of Chicago, Dallas Museum of Art, Egon Schiele-Museum, Fine Arts Museums of San Francisco, Guggenheim Museum, Metropolitan Museum of Art, Metropolitan Museum of Art , Museum of Fine Arts, Museum of Modern Art, Museum of Modern Art, National Gallery of Art, National Gallery of Canada, Neue Pinakothek, San Francisco Museum of Modern Art, Ackland Art Museum at the University of North Carolina, Aichi Prefectural Museum of Art, Allen Art Museum at Oberlin College, Art Gallery of New South Wales, Carnegie Museum of Art, Cleveland Museum of Art, Gemeentemuseum, Harvard University Art Museums, Hood Museum of Art, Hunterian Museum and Art Gallery, Kunsthaus Zug, Kunstmuseum Basel, Leopold Museum, Los Angeles County Museum of Art, Meadows Museum at Southern Methodist University, Milwaukee Art Museum, Minneapolis Institute of Arts, Neue Galerie Museum for German and Austrian Art, Österreichische Galerie Belvedere, Palazzo Ruspoli, The Albertina Graphic Art Databank, The Albertina Graphic Art Databank, Thyssen-Bornemisza Museum, Walker Art Center",1890,"Egon","Austrian","Painter",18
"2360","Emil Jakob Schindler","Impressionist","Österreichische Galerie Belvedere, UK National Inventory of Continental European Paintings (NICE)",1842,"Emil","Austrian","Painter",18
"2361","Karl Schmidt-Rottluff","Expressionist","Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Metropolitan Museum of Art, Museum of Fine Arts, Museum of Modern Art, National Gallery of Art, Norton Simon Museum, Städel Museum, Tate Gallery, Akron Art Museum, Allen Art Museum at Oberlin College, Allen Art Museum at Oberlin College, Art Gallery of Greater Victoria, Art Gallery of New South Wales, Ball State Museum of Art, Block Museum of Art at Northwestern University, Brooklyn Museum, Brücke Museum, Cleveland Museum of Art, Dublin City Gallery | The Hugh Lane, Harvard University Art Museums, Indianapolis Museum of Art, Los Angeles County Museum of Art, MacKenzie Art Gallery, Milwaukee Art Museum, Museum of Modern Art, Neue Galerie Museum for German and Austrian Art, North Carolina Museum of Art, Oklahoma City Museum of Art, Palmer Museum of Art at Pennsylvania State University, Portland Museum of Art, Saint Louis Art Museum, San Diego Museum of Art, State Museums of Berlin, The Albertina, Thyssen-Bornemisza Museum, Victoria and Albert Museum Catalogue, Von der Heydt-Museum, Winnipeg Art Gallery",1884,"Karl","German","Painter",18
"2362","Andreas Schlüter","Baroque Era","Fine Arts Museums of San Francisco, Courtauld Institute of Art",1664,"Andreas","German","Sculptor",16
"2363","Victor Schnetz","Academic","Art Institute of Chicago, Fine Arts Museums of San Francisco, Hermitage Museum, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Musee d'Art Roger-Quilliot, Cleveland Museum of Art, Minneapolis Institute of Arts, Musée des Augustins, Musee Magnin, Museum Collection Database for the Region of Haute-Normandie, France",1787,"Victor","French","Painter",17
"2364","Johann Heinrich Schonfeld","Baroque Era","Fine Arts Museums of San Francisco, Hermitage Museum, Kunsthistorisches Museum Databank, Louvre Museum Database, Museum of Fine Arts, National Gallery of Art, Cleveland Museum of Art, Courtauld Institute of Art, Los Angeles County Museum of Art, National Brukenthal Museum, Philadelphia Museum of Art, Prague Castle Picture Gallery, Staatsgalerie Stuttgart, Staatsgalerie Stuttgart, The Albertina Graphic Art Databank, Thyssen-Bornemisza Museum",1609,"Johann","German","Painter",16
"2365","Martin Schongauer","Northern Renaissance","Alte Pinakothek, Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Hermitage Museum, J. Paul Getty Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art , Museum of Fine Arts, National Gallery, National Gallery of Art, Nelson-Atkins Museum of Art, Norton Simon Museum, Rijksmuseum, Block Museum of Art at Northwestern University, Cincinnati Art Museum, Cleveland Museum of Art, Compton Verney, Dalhousie University Art Gallery, Harvard University Art Museums, Hunterian Museum and Art Gallery, Indianapolis Museum of Art, Kunstmuseum Basel, Los Angeles County Museum of Art, Marian Library at the University of Dayton, Memorial Art Gallery of the University of Rochester, Mildred Lane Kemper Art Museum, Minneapolis Institute of Arts, Musée d'Unterlinden, Musée d'Unterlinden, National Gallery of Victoria, National Museum of Western Art, Österreichische Galerie Belvedere, Philadelphia Museum of Art, Pinacoteca Tosio Martinengo, San Diego Museum of Art, Spencer Museum of Art at the University of Kansas, Staatliche Kunsthalle Karlsruhe, Staatsgalerie Stuttgart, Statens Museum for Kunst (National Gallery of Denmark), The British Museum, The Walters Art Museum, Université de Liège Collections, University of Iowa Museum of Art, Vejle Kunstmuseum, Victoria and Albert Museum Catalogue, Art Fund for UK Museums",1450,"Martin","German","Painter",14
"2366","Viktor Schreckengost","Art Deco","Art Institute of Chicago, Dallas Museum of Art, Fine Arts Museums of San Francisco, Smithsonian American Art Museum, Akron Art Museum, Canton Museum of Art, Cleveland Museum of Art, Harvard University Art Museums, Princeton University Art Museum, Smithsonian American Art Museum National Art Inventories",1906,"Viktor","American","Designer",19
"2367","Ben Schonzeit","Photorealist","Museum of Modern Art, National Gallery of Art, Akron Art Museum, Cleveland Museum of Art, Indiana State University Art Collection, Indianapolis Museum of Art, Maier Museum of Art at Randolph-Macon Woman's College, Migros Museum, Schleswig-Holstein Museums",1942,"Ben","American","Painter",19
"2368","Frank E. Schoonover","Golden Age","National Museum of American Illustration, Delaware Art Museum, Indianapolis Museum of Art, Rockwell Museum of Western Art, Smithsonian American Art Museum National Art Inventories",1877,"Frank","American","Illustrator",18
"2369","Floris van Schooten","Baroque Era","Louvre Museum, Manchester City Art Gallery, Statens Museum for Kunst (National Gallery of Denmark), The Jewish Museum, Flemish Art Collection Database",1590,"Floris","Dutch","Painter",15
