I/O,Date,Source (1),Source (2),Source Region,Vessel Name,Vessel Size (CBM),Destination (1),Destination (2),Destination (3),Destination (4),Destination (5),Primary Destination Country,Primary Destination Region,C2,C3,C4,iC4,Participant (1),Participant (2),Participant (3),Participant (4),Participant (5),Participant (6),Participant (7),Special Notes
,06/25/11,Algeria,Bethioua,Mediterranean,Reggane,"84,000",Turkey,,,,,Turkey,Mediterranean,0,"13,500","31,500",0,SPC,Demiroren,BP,Aygaz,,,,
,06/25/11,Malaysia,Tanjung Sulong,Southeast Asia,Hellas Nautilus,"82,267",India,,,,,India,India,0,"11,000","33,000",0,IOC,,,,,,,
,06/26/11,United Kingdom,Braefoot Bay,North Sea,BW Helga,"35,058",Antwerp,Terneuzen,,,,Belgium,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,06/26/11,United Arab Emirates,Ruwais,Middle East,Aquamarine Progress,"83,000",China,Japan,,,,China,Far East,0,"46,200",0,0,Adnoc,Vitol,Itochu,Golden Conti,,,,
,06/26/11,Nigeria,Oso,West Africa,Rene,"35,000",West Africa,,,,,,West Africa,0,0,"7,000",0,Nipco,Geogas,,,,,,
,06/26/11,Norway,Kaarstoe,North Sea,BW Nice,"59,375",Terneuzen,Antwerp,,,,Netherlands,Northwest Europe,0,"20,000","10,000",0,Petredec,Total,,,,,,
,06/26/11,Nigeria,Escravos,West Africa,BW Broker,"82,000",Morocco,Terneuzen,,,,Morocco,Mediterranean,0,"33,000","11,000",0,Vitol,,,,,,,
,06/26/11,Qatar,Ras Laffan,Middle East,Musanah,"83,000",Japan,,,,,Japan,Far East,0,"33,700","11,300",0,Tasweeq,Glencore,,,,,,
,06/26/11,Kuwait,Mina Al Ahmadi,Middle East,Ocean Orchid,"79,321",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,Astomos,,,,,,
,06/27/11,Venezuela,Jose,South America,Paramacay,"14,160",Coastal Venezuela,,,,,Venezuela,South America,0,"7,005",0,0,Pdvsa,,,,,,,
Out of port,06/27/11,United States,"Galena Park, TX",North America,Navigator Venus,"22,085",Honduras,,,,,Honduras,Central America,0,"10,064",0,0,Targa Resources,Grupo Tomza,,,,,,
,06/27/11,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Naples,,,,,Italy,Mediterranean,0,"12,500",0,0,SPC,,,,,,,
,06/27/11,Algeria,Bethioua,Mediterranean,Hellas Argosy,"82,267",Terneuzen,,,,,Netherlands,Northwest Europe,0,"44,000",0,0,SPC,Petredec,Dow,,,,,
,06/27/11,Algeria,Bethioua,Mediterranean,Barouda,"6,602",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"4,500",0,SPC,,,,,,,
,06/27/11,Qatar,Ras Laffan,Middle East,Oriental Queen,"82,000",Japan,,,,,Japan,Far East,0,"33,700","11,300",0,Tasweeq,Astomos,,,,,,
,06/27/11,United Arab Emirates,Das Island,Middle East,Sunny Green,"78,507",Taiwan,South Korea,,,,Taiwan,Far East,0,"22,000","22,000",0,,,,,,,,
,06/28/11,Algeria,Bethioua,Mediterranean,Jemila,"8,040",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"4,200",0,SPC,,,,,,,
,06/28/11,United Kingdom,Braefoot Bay,North Sea,BW Hedda,"35,058","Flushing, NL",Coryton,,,,Netherlands,Northwest Europe,0,"12,000","8,000",0,Total,,,,,,,
,06/28/11,Saudi Arabia,Ras Tanura,Middle East,Yuricosmos,"78,500",Maldives,,,,,Maldives,Indian Ocean,0,"20,861","20,920",0,Eneos,E1,IOC,Petredec,,,,
,06/28/11,Qatar,Messaied,Middle East,Maersk Visual,"82,000","Flushing, NL",,,,,Netherlands,Northwest Europe,0,"22,000","22,000",0,Vitol,,,,,,,
,06/28/11,United Arab Emirates,Ruwais,Middle East,Ernest N,"60,000",India,,,,,India,India,0,0,"25,000",0,,,,,,,,
,06/28/11,Norway,Kaarstoe,North Sea,Maersk Harmony,"20,600",USEC,,,,,United States,North America,0,0,0,"10,000",Statoil,,,,,,,
,06/29/11,Argentina,Bahia Blanca,South America,Fortunato,"8,675",Latin America,,,,,,South America,0,"1,250",0,0,,,,,,,,
,06/29/11,Saudi Arabia,Ras Tanura,Middle East,Maharshi Krishnatreya,"35,639",India,,,,,India,India,0,"5,170","14,814",0,IOC,,,,,,,
,06/29/11,Algeria,Bethioua,Mediterranean,Rhourd El Fares,"35,000",Egypt,,,,,Egypt,Mediterranean,0,0,"20,000",0,SPC,EGPC,,,,,,
,06/29/11,United Arab Emirates,Ruwais,Middle East,Gas Scorpio,"78,462",Mauritius,,,,,Mauritius,Indian Ocean,0,"22,000","22,000",0,Petredec,,,,,,,
,06/30/11,Algeria,Bethioua,Mediterranean,Brides,"7,255",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,500",0,SPC,,,,,,,
,06/30/11,Venezuela,Jose,South America,Immanuel Schulte,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"5,105",0,Pdvsa,,,,,,,
,06/30/11,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Undetermined,,,,,,,0,"10,000","10,000",0,SPC,,,,,,,
,06/30/11,Algeria,Bethioua,Mediterranean,Rhourd Enouss,"59,000",Spain,,,,,Spain,Mediterranean,0,"11,000","11,000",0,Ryttsa,,,,,,,
,06/30/11,Angola,Sanha,West Africa,Hellas Fos,"80,705",Stenungsund,Antwerp,,,,Sweden,Northwest Europe,0,"33,000","11,000",0,Total,Sabic,BASF,,,,,
,06/30/11,Algeria,Bethioua,Mediterranean,Alrar,"59,364",Turkey,,,,,Turkey,Mediterranean,0,"11,800","16,200",0,SPC,BP,Demiroren,,,,,
,06/30/11,Saudi Arabia,Ras Tanura,Middle East,Maharshi Shubhatreya,"43,670",India,,,,,India,India,0,0,"25,674",0,HPCL,IOC,,,,,,
,07/01/11,Trinidad,Point Lisas,Caribbean,Windsor,"6,505",Costa Rica,,,,,Costa Rica,Central America,0,"4,000",0,0,,,,,,,,
,07/01/11,Venezuela,Jose,South America,Yavire,"14,160",Coastal Venezuela,,,,,Venezuela,South America,0,"7,005",0,0,Pdvsa,,,,,,,
,07/01/11,Venezuela,Jose,South America,Paramacay,"14,160",Coastal Venezuela,,,,,Venezuela,South America,0,"3,740","2,878",0,Pdvsa,,,,,,,
,07/01/11,Saudi Arabia,Ras Tanura,Middle East,Derby,"80,199",India,,,,,India,India,0,"15,071","10,083",0,IOC,,,,,,,
,07/01/11,Kuwait,Mina Al Ahmadi,Middle East,Nanga Parbat,"22,950",India,,,,,India,India,0,0,"13,000",0,KPC,,,,,,,
,07/01/11,Norway,Kaarstoe,North Sea,Captain Markos N.L.,"82,200",Turkey,,,,,Turkey,Mediterranean,0,"20,000","20,000",0,Statoil,,,,,,,
,07/01/11,United Arab Emirates,Ruwais,Middle East,Venus Glory,"82,000",South Korea,Japan,,,,South Korea,Far East,0,"22,000","22,000",0,Shell,,,,,,,
,07/02/11,Trinidad,Point Lisas,Caribbean,Coniston,"4,002",Guyana,,,,,Guyana,South America,0,"2,500",0,0,CaribLPG,,,,,,,
,07/02/11,Venezuela,Jose,South America,Norgas Energy,"6,126",Cuba,,,,,Cuba,Caribbean,0,"3,130",0,0,Pdvsa,,,,,,,
,07/02/11,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Tarragona,,,,,Spain,Mediterranean,0,"8,500",0,0,SPC,BASF,,,,,,
,07/02/11,Venezuela,Jose,South America,Caribe,"20,902",Coastal Venezuela,,,,,Venezuela,South America,0,"11,272",0,0,Pdvsa,,,,,,,
,07/02/11,Norway,Kaarstoe,North Sea,BW Odin,"38,000",Tornio,,,,,Finland,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,07/02/11,Nigeria,Escravos,West Africa,George N,"60,000",Mexico,,,,,Mexico,North America,0,"34,000",0,0,Trafigura,,,,,,,
,07/02/11,Qatar,Ras Laffan,Middle East,Musashi Gloria,"75,358",Japan,,,,,Japan,Far East,0,"45,000",0,0,Tasweeq,,,,,,,
,07/02/11,Venezuela,Jose,South America,Dancing Brave,"22,000",Coastal Venezuela,,,,,Venezuela,South America,0,"3,865","2,974",0,Pdvsa,,,,,,,
,07/02/11,Saudi Arabia,Ras Tanura,Middle East,Linden Pride,"78,000",Japan,Indonesia,,,,Japan,Far East,0,"32,605","12,076",0,Astomos,Zennoh,Iwatani,,,,,
,07/02/11,Nigeria,Bonny,West Africa,Clipper Victory,"75,000",Morocco,"Flushing, NL",,,,Morocco,Mediterranean,0,"22,000","22,000",0,NLNG,Petrobras,Total,,,,,
,07/02/11,United Arab Emirates,Ruwais,Middle East,Yamabuki,"82,000",Japan,South Korea,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,07/02/11,Saudi Arabia,Yanbu,Middle East,Isis Gas,"80,680",Suez,,,,,Egypt,Mediterranean,0,"11,000","33,000",0,AMPTC,,,,,,,
,07/02/11,Saudi Arabia,Ras Tanura,Middle East,Sunny Joy,"78,874",South Korea,,,,,South Korea,Far East,0,"11,342","34,511",0,Eneos,Petredec,E1,Astomos,,,,
,07/03/11,Mexico,Pajaritos,Mexico (East Coast),Navigator Mars,"22,085",Italy,,,,,Italy,Mediterranean,0,0,"5,000",0,MGI,Nieto Trading,,,,,,
,07/03/11,Venezuela,Jose,South America,Churun Meru,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"9,294",0,Pdvsa,,,,,,,
,07/03/11,Kuwait,Mina Al Ahmadi,Middle East,Kikyo,"82,000",China,,,,,China,Far East,0,"22,000","22,000",0,KPC,Vitol,,,,,,
,07/04/11,Qatar,Ras Laffan,Middle East,JA Sunshine,"75,386",Japan,,,,,Japan,Far East,0,"22,200","20,400",0,Tasweeq,,,,,,,
,07/04/11,Saudi Arabia,Ras Tanura,Middle East,Maharshi Mahatreya,"35,639",India,,,,,India,India,0,0,"20,991",0,SK Gas,,,,,,,
,07/04/11,United Arab Emirates,Das Island,Middle East,Gas Taurus,"78,000",Vietnam,,,,,Vietnam,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,07/05/11,Venezuela,Jose,South America,Paramacay,"14,160",Coastal Venezuela,,,,,Venezuela,South America,0,"6,039",0,0,Pdvsa,,,,,,,
,07/05/11,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Naples,,,,,Italy,Mediterranean,0,"12,300",0,0,SPC,,,,,,,
,07/05/11,Trinidad,Point Lisas,Caribbean,Aintree,"6,519",Panama,,,,,Panama,Central America,0,0,"2,500",0,CaribLPG,,,,,,,
,07/05/11,Venezuela,Jose,South America,Immanuel Schulte,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"8,400",0,Pdvsa,,,,,,,
,07/05/11,Norway,Mongstad,North Sea,Captain Nicholas ML,"82,000",Stenungsund,,,,,Sweden,Northwest Europe,0,"20,000","20,000",0,Statoil,,,,,,,
,07/05/11,Saudi Arabia,Ras Tanura,Middle East,Reimei,"80,000",Thailand,,,,,Thailand,Southeast Asia,0,"22,000","22,000",0,PTT,,,,,,,
,07/05/11,Qatar,Ras Laffan,Middle East,Devon,"80,199",India,,,,,India,India,0,"22,500","22,500",0,IOC,,,,,,,
,07/05/11,Qatar,Ras Laffan,Middle East,Yuhsan,"78,929",Japan,,,,,Japan,Far East,0,"22,500","22,500",0,Tasweeq,Shell,,,,,,
,07/05/11,Qatar,Ras Laffan,Middle East,Umm Laqhab,"82,000",Indonesia,,,,,Indonesia,Southeast Asia,0,"23,600","23,000",0,Tasweeq,Pet,,,,,,
,07/05/11,Saudi Arabia,Ras Tanura,Middle East,Lycaste Peace,"78,945",Philippines,Japan,,,,Philippines,Southeast Asia,0,"21,336","23,903",0,Naftomar,Sumitomo,SK Gas,,,,,
,07/06/11,Norway,Kaarstoe,North Sea,BW Odin,"38,000",Tornio,,,,,Finland,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,07/06/11,Trinidad,Point Lisas,Caribbean,Santa Clara B,"7,285",Panama,,,,,Panama,Central America,0,0,"3,500",0,,,,,,,,
Out of port,07/06/11,United States,"Houston, TX",North America,Tanja Kosan,"6,270",Mexico,,,,,Mexico,North America,0,0,0,"3,492",Enterprise,PMI,,,,,,
,07/07/11,Norway,Kaarstoe,North Sea,Philine Schulte,"8,606",Rotterdam,,,,,Netherlands,Northwest Europe,0,"4,000",0,0,ExxonMobil,,,,,,,
,07/07/11,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Tarragona,,,,,Spain,Mediterranean,0,"8,500",0,0,SPC,BASF,,,,,,
,07/07/11,United Arab Emirates,Ruwais,Middle East,Co-op Akebono,"75,000",Australia,,,,,Australia,Australia,0,"44,000",0,0,Tasweeq,,,,,,,
,07/07/11,Qatar,Ras Laffan,Middle East,Gas Al Negeh,"82,000",Taiwan,China,,,,Taiwan,Far East,0,"23,000","22,900",0,Tasweeq,Vitol,,,,,,
Out of port,07/07/11,United States,"Ferndale, WA",North America,British Councillor,"83,000",China,Japan,,,,China,Far East,0,0,"41,822",0,BP,Huadian,,,,,,
,07/08/11,United Kingdom,Fawley,North Sea,Lady Stephanie,"3,200",LeHavre,,,,,France,Northwest Europe,0,"1,800",0,0,ExxonMobil,,,,,,,
,07/08/11,Venezuela,Jose,South America,Navigator Gemini,"20,500",Coastal Venezuela,,,,,Venezuela,South America,0,"7,245",0,0,Pdvsa,,,,,,,
,07/08/11,Norway,Kaarstoe,North Sea,BW Helga,"35,058",Rafnes,,,,,Norway,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,07/08/11,United Arab Emirates,Ruwais,Middle East,Grace River,"79,513",Japan,,,,,Japan,Far East,0,"10,448","7,755",0,SK Gas,,,,,,,
,07/08/11,Qatar,Messaied,Middle East,Mill House,"82,000",Japan,,,,,Japan,Far East,0,"11,000","11,000",0,Petredec,,,,,,,
,07/08/11,Norway,Mongstad,North Sea,Prins Hendrik,"18,152",Stenungsund,,,,,Sweden,Northwest Europe,0,0,"12,000",0,Statoil,,,,,,,
,07/08/11,Qatar,Ras Laffan,Middle East,Gas Vision,"78,503",Thailand,,,,,Thailand,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
Out of port,07/09/11,United States,"Galena Park, TX",North America,Navigator Saturn,"22,085",Central America,,,,,,Central America,0,"10,064",0,0,Targa Resources,Grupo Tomza,,,,,,
,07/09/11,Venezuela,Jose,South America,Dancing Brave,"22,000",Coastal Venezuela,,,,,Venezuela,South America,0,"4,106","3,160",0,Pdvsa,,,,,,,
,07/09/11,Iran,Assuleyah,Middle East,Thetis Glory,"84,000",Southeast Asia,,,,,,Southeast Asia,0,"33,000","11,000",0,Petredec,,,,,,,
,07/09/11,Qatar,Ras Laffan,Middle East,British Commerce,"83,000",Japan,,,,,Japan,Far East,0,"34,300","11,800",0,Tasweeq,Petrobras,,,,,,
,07/09/11,United Arab Emirates,Ruwais,Middle East,Annapurna,"22,950",India,,,,,India,India,0,0,"13,000",0,IOC,,,,,,,
,07/09/11,Saudi Arabia,Ras Tanura,Middle East,Yuhsho,"78,000",South Korea,,,,,South Korea,Far East,0,"22,452","22,239",0,Iwatani,E1,,,,,,
,07/09/11,Norway,Kaarstoe,North Sea,Nordic Gas,"20,700",USEC,,,,,United States,North America,0,0,0,"11,000",Sunoco,,,,,,,
,07/10/11,Algeria,Bethioua,Mediterranean,Rhourd Enouss,"59,000",Terneuzen,,,,,Netherlands,Northwest Europe,0,"33,000",0,0,SPC,Dow,,,,,,
,07/10/11,Angola,Bioko Island,West Africa,Clipper Orion,"60,000",Lavera,,,,,France,Mediterranean,0,"34,000",0,0,Geogas,SHV,,,,,,
,07/10/11,Algeria,Bethioua,Mediterranean,BW Denise,"78,551",Brazil,,,,,Brazil,South America,0,"44,000",0,0,SPC,Petrobras,,,,,,
Out of port,07/10/11,United States,"Houston, TX",North America,Maersk Value,"82,000",Dominican Republic,,,,,Dominican Republic,Caribbean,0,"44,364",0,0,Enterprise,Geogas,,,,,,
,07/10/11,Saudi Arabia,Yanbu,Middle East,TBN,0,Mediterranean,,,,,,Mediterranean,0,"22,000","22,000",0,Naftomar,,,,,,,
,07/10/11,Kuwait,Mina Al Ahmadi,Middle East,Gas Al Kuwait II,"82,000",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,07/11/11,United Kingdom,Teesside,North Sea,Happy Eagle,"4,350",Immingham,,,,,United Kingdom,Northwest Europe,0,"1,600",0,0,ConocoPhillips,,,,,,,
,07/11/11,Trinidad,Point Lisas,Caribbean,Windsor,"6,505",Port Moin,,,,,Costa Rica,Central America,0,"4,000",0,0,,,,,,,,
,07/11/11,Norway,Kaarstoe,North Sea,BW Odin,"38,000",Antwerp,Brunsbuttel,,,,Belgium,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,07/11/11,Qatar,Ras Laffan,Middle East,Al Wukir,"82,000",China,,,,,China,Far East,0,"44,000",0,0,Tasweeq,Vitol,,,,,,
,07/11/11,Iran,BIK,Middle East,Eeklo,"37,450",India,,,,,India,India,0,0,"15,000",0,,,,,,,,
,07/11/11,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Lavera,,,,,France,Mediterranean,0,0,"20,000",0,SPC,Lyondell,,,,,,
,07/11/11,United Kingdom,Braefoot Bay,North Sea,BW Hedda,"35,058",Pembroke,,,,,United Kingdom,Northwest Europe,0,0,"20,000",0,ExxonMobil,,,,,,,
,07/11/11,United Arab Emirates,Ruwais,Middle East,Point,"78,476",Indonesia,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,Petredec,,,,,,,
,07/11/11,Kuwait,Mina Al Ahmadi,Middle East,Vermilion First,"78,000",India,,,,,India,India,0,"22,000","22,000",0,KPC,HPCL,,,,,,
,07/11/11,Norway,Kaarstoe,North Sea,Scali Reali,"3,300",Immingham,,,,,United Kingdom,Northwest Europe,0,0,0,"1,800","CSS, S.A.",,,,,,,
,07/12/11,Trinidad,Point Lisas,Caribbean,Coniston,"4,002",Caribbean,,,,,,Caribbean,0,"2,500",0,0,CaribLPG,,,,,,,
,07/12/11,Venezuela,Jose,South America,Yavire,"14,160",Coastal Venezuela,,,,,Venezuela,South America,0,"7,005",0,0,Pdvsa,,,,,,,
,07/12/11,Argentina,Bahia Blanca,South America,Laperouse,"22,606",Uruguay,,,,,Uruguay,South America,0,"20,000",0,0,Geogas,,,,,,,
,07/12/11,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Morocco,,,,,Morocco,Mediterranean,0,"6,000","6,000",0,SPC,,,,,,,
,07/12/11,Saudi Arabia,Ras Tanura,Middle East,BW Tokyo,"83,000",Japan,China,,,,Japan,Far East,0,"35,965","11,037",0,Glencore,,,,,,,
,07/12/11,Saudi Arabia,Ras Tanura,Middle East,Maple 2,"75,353",South Korea,,,,,South Korea,Far East,0,"20,000","20,000",0,,,,,,,,
,07/12/11,United Arab Emirates,Ruwais,Middle East,Benny Princess,"75,198",Taiwan,South Korea,,,,Taiwan,Far East,0,"22,000","22,000",0,,,,,,,,
,07/12/11,United Arab Emirates,Ruwais,Middle East,British Confidence,"83,000",China,Philippines,,,,China,Far East,0,"22,000","22,000",0,Shell,,,,,,,
,07/12/11,Kuwait,Mina Al Ahmadi,Middle East,Stolt Avance,"82,200",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,E1,,,,,,
,07/12/11,Venezuela,Jose,South America,Churun Meru,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,0,"8,953",Pdvsa,,,,,,,
,07/13/11,Venezuela,Jose,South America,Caribe,"20,902",Coastal Venezuela,,,,,Venezuela,South America,0,"11,272",0,0,Pdvsa,,,,,,,
,07/13/11,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Naples,,,,,Italy,Mediterranean,0,"12,500",0,0,SPC,,,,,,,
,07/13/11,Congo,N'Kossa,West Africa,SCF Tomsk,"35,000",Northwest Europe,,,,,,Northwest Europe,0,"19,800",0,0,Geogas,,,,,,,
,07/13/11,United Kingdom,Braefoot Bay,North Sea,BW Helga,"35,058",Tees,,,,,United Kingdom,Northwest Europe,0,"20,000",0,0,Total,,,,,,,
,07/13/11,Algeria,Bethioua,Mediterranean,Brides,"7,255",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,500",0,SPC,,,,,,,
,07/13/11,Saudi Arabia,Ras Tanura,Middle East,Maharshi Bhavatreya,"35,639",India,,,,,India,India,0,"5,233","15,463",0,IOC,,,,,,,
,07/13/11,Algeria,Bethioua,Mediterranean,Gas Spirit I,"75,683",Egypt,,,,,Egypt,Mediterranean,0,"10,000","20,000",0,SPC,Benelux,,,,,,
,07/13/11,Qatar,Messaied,Middle East,Gas Alkhaleej,"82,000",South Korea,Taiwan,,,,South Korea,Far East,0,"22,000","22,000",0,Petredec,,,,,,,
,07/14/11,Iran,,Middle East,Mill House,"82,000",China,,,,,China,Far East,0,"11,000","11,000",0,Petredec,,,,,,,
,07/14/11,Algeria,Bethioua,Mediterranean,Kent,"34,422",Lavera,,,,,France,Mediterranean,0,"3,200","12,100",0,Total,,,,,,,
,07/14/11,Saudi Arabia,Ras Tanura,Middle East,Grace River,"79,513",Japan,,,,,Japan,Far East,0,"11,552","14,245",0,SK Gas,,,,,,,
,07/14/11,Iran,BIK,Middle East,Oval Nova,"78,469",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,07/15/11,Venezuela,Jose,South America,Immanuel Schulte,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,"9,662",0,0,Pdvsa,,,,,,,
,07/15/11,Norway,Mongstad,North Sea,Prins Hendrik,"18,152",Karlshamn,,,,,Sweden,Northwest Europe,0,"12,000",0,0,Statoil,,,,,,,
,07/15/11,United Arab Emirates,Ruwais,Middle East,Maharshi Devatreya,"35,639",India,,,,,India,India,0,0,"20,000",0,,,,,,,,
,07/15/11,Nigeria,Bonny,West Africa,BW Boss,"84,333",Lavera,,,,,France,Mediterranean,0,"22,000","22,000",0,ExxonMobil,Vitol,Lyondell,,,,,
,07/15/11,Saudi Arabia,Ras Tanura,Middle East,TBN,0,Undetermined,,,,,,,0,"22,000","22,000",0,Statoil,,,,,,,
,07/15/11,Qatar,Ras Laffan,Middle East,Bu Sidra,"82,000",South Korea,,,,,South Korea,Far East,0,"23,000","23,000",0,Tasweeq,,,,,,,
,07/15/11,Norway,Kaarstoe,North Sea,Chiltern,"3,312",Port Jerome,,,,,France,Northwest Europe,0,0,0,"1,800",ExxonMobil,,,,,,,
,07/16/11,Argentina,Bahia Blanca,South America,Fortunato,"8,675",South America,,,,,,South America,0,"1,250",0,0,,,,,,,,
Out of port,07/16/11,United States,"Houston, TX",North America,BW Prince,"82,000",Brazil,,,,,Brazil,South America,0,"44,203",0,0,Enterprise,Petrobras,,,,,,
,07/16/11,Saudi Arabia,Ras Tanura,Middle East,Ayame,"84,000",Japan,,,,,Japan,Far East,0,"46,477",0,0,Petredec,,,,,,,
,07/16/11,Trinidad,Point Lisas,Caribbean,Aintree,"6,519",Aruba,Panama,,,,Aruba,Caribbean,0,0,"2,500",0,CaribLPG,,,,,,,
,07/16/11,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Alexandria,,,,,Egypt,Mediterranean,0,0,"20,500",0,SPC,AMPTC,,,,,,
,07/16/11,Iran,,Middle East,TBN,0,Far East,,,,,,Far East,0,"22,000","22,000",0,NIOC,E1,,,,,,
,07/16/11,Qatar,Ras Laffan,Middle East,Lavender Passage,"78,451",Japan,,,,,Japan,Far East,0,"20,800","23,600",0,Tasweeq,Astomos,,,,,,
,07/16/11,Australia,Dampier,Australia,Gas Leo,"78,484",Japan,,,,,Japan,Far East,0,"11,000","33,000",0,BHP,,,,,,,
Out of port,07/17/11,United States,"Galena Park, TX",North America,Navigator Venus,"22,085",Guatemala,,,,,Guatemala,Central America,0,"10,064",0,0,Targa Resources,Grupo Tomza,,,,,,
,07/17/11,Norway,Kaarstoe,North Sea,BW Nice,"59,375",Antwerp,,,,,Belgium,Northwest Europe,0,"20,000",0,0,Total,,,,,,,
,07/17/11,Venezuela,Jose,South America,Caribe,"20,902",Coastal Venezuela,,,,,Venezuela,South America,0,"6,039","4,647",0,Pdvsa,,,,,,,
,07/17/11,Norway,Mongstad,North Sea,BW Nantes,"59,343",Stenungsund,,,,,Sweden,Northwest Europe,0,"20,000","10,000",0,Statoil,,,,,,,
,07/17/11,Malaysia,Tanjung Sulong,Southeast Asia,Maersk Venture,"82,000",South Korea,,,,,South Korea,Far East,0,"22,000","22,000",0,SK Gas,,,,,,,
,07/17/11,Algeria,Bethioua,Mediterranean,Djanet,"84,000",Turkey,,,,,Turkey,Mediterranean,0,"13,500","31,500",0,SPC,Demiroren,BP,,,,,
,07/17/11,Nigeria,Bonny,West Africa,Hellas Glory,"82,000",Lavera,Turkey,,,,France,Mediterranean,0,"11,000","33,000",0,NLNG,Total,,,,,,
,07/17/11,Saudi Arabia,Yanbu,Middle East,Isis Gas,"80,680",Suez,,,,,Egypt,Mediterranean,0,"11,000","33,000",0,AMPTC,,,,,,,
,07/18/11,Venezuela,Jose,South America,Yavire,"14,160",Coastal Venezuela,,,,,Venezuela,South America,0,"6,998",0,0,Pdvsa,,,,,,,
,07/18/11,Norway,Kaarstoe,North Sea,Cervantes,"4,301",LeHavre,,,,,France,Northwest Europe,0,0,"1,800",0,"CSS, S.A.",,,,,,,
,07/18/11,United Arab Emirates,Ruwais,Middle East,Dynamic Vision,"82,200",South Korea,,,,,South Korea,Far East,0,"32,000","12,000",0,,,,,,,,
,07/18/11,Saudi Arabia,Ras Tanura,Middle East,Clipper Sun,"82,000",South Korea,Japan,,,,South Korea,Far East,0,"20,976","21,250",0,Shell,,,,,,,
,07/18/11,Indonesia,Tanjung Jabung,Southeast Asia,Lucina Providence,"78,000",Far East,,,,,,Far East,0,"22,000","22,000",0,,,,,,,,
Out of port,07/18/11,United States,"Houston, TX",North America,Gaschem Hunte,"5,600",Mexico,,,,,Mexico,North America,0,0,0,"3,223",Enterprise,PMI,,,,,,
,07/19/11,Venezuela,Jose,South America,Navigator Gemini,"20,500",Coastal Venezuela,,,,,Venezuela,South America,0,0,"8,364",0,Pdvsa,,,,,,,
,07/19/11,Algeria,Bethioua,Mediterranean,Rhourd El Fares,"35,000",Undetermined,,,,,,,0,0,"20,000",0,SPC,,,,,,,
,07/19/11,Iran,Assuleyah,Middle East,Lotus Gas,"80,000",China,,,,,China,Far East,0,"22,000","22,000",0,Glencore,,,,,,,
,07/19/11,Kuwait,Mina Al Ahmadi,Middle East,Progress,"82,000",South Korea,,,,,South Korea,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,07/19/11,Iran,,Middle East,Captain John NP,"82,000",South Korea,,,,,South Korea,Far East,0,"22,900","22,900",0,E1,,,,,,,
,07/20/11,Saudi Arabia,Ras Tanura,Middle East,Maharshi Shubhatreya,"43,670",India,,,,,India,India,0,"6,405",0,0,IOC,,,,,,,
,07/20/11,Norway,Kaarstoe,North Sea,BW Helga,"35,058",Sundsvall,,,,,Sweden,Northwest Europe,0,"20,000",0,0,ExxonMobil,,,,,,,
,07/20/11,Saudi Arabia,Ras Tanura,Middle East,Hellas Nautilus,"82,267","Flushing, NL",,,,,Netherlands,Northwest Europe,0,"46,167",0,0,Vitol,,,,,,,
,07/20/11,Saudi Arabia,Ras Tanura,Middle East,TBN,0,Undetermined,,,,,,,0,"33,000","11,000",0,Glencore,,,,,,,
,07/20/11,Algeria,Bethioua,Mediterranean,Hassi Messaoud 2,"59,000",Undetermined,,,,,,,0,"16,500","16,500",0,SPC,,,,,,,
,07/20/11,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Tarragona,,,,,Spain,Mediterranean,0,0,"20,000",0,SPC,,,,,,,
