"","season","stage","country","league","home_team_long","away_team_long","result","entropy"
"12129","2010/2011",14,"Netherlands","Netherlands Eredivisie","Roda","FC Utrecht","D",1.56049593769019
"12130","2010/2011",14,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","ADO Den Haag","D",1.5439696023178
"12131","2010/2011",14,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Vitesse","A",1.56295819527333
"12132","2010/2011",14,"Netherlands","Netherlands Eredivisie","Feyenoord","SC Heerenveen","D",1.55278414176482
"12133","2010/2011",14,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Ajax","H",1.46895171241109
"12134","2010/2011",15,"Netherlands","Netherlands Eredivisie","Vitesse","Heracles","H",1.53740979312096
"12135","2010/2011",15,"Netherlands","Netherlands Eredivisie","De Graafschap","Roda","H",1.56165703674316
"12136","2010/2011",15,"Netherlands","Netherlands Eredivisie","Excelsior","VVV-Venlo","H",1.53769616654871
"12137","2010/2011",15,"Netherlands","Netherlands Eredivisie","Twente","AZ Alkmaar","A",1.44345852859155
"12138","2010/2011",15,"Netherlands","Netherlands Eredivisie","FC Utrecht","NEC Nijmegen","H",1.47893535036576
"12139","2010/2011",15,"Netherlands","Netherlands Eredivisie","Ajax","PSV Eindhoven","D",1.56068119588677
"12140","2010/2011",15,"Netherlands","Netherlands Eredivisie","FC Groningen","Feyenoord","H",1.5008329498814
"12141","2010/2011",15,"Netherlands","Netherlands Eredivisie","ADO Den Haag","NAC Breda","H",1.51893854398413
"12142","2010/2011",15,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Willem II","H",1.12277051977176
"12143","2010/2011",16,"Netherlands","Netherlands Eredivisie","NAC Breda","PSV Eindhoven","H",1.26757833027058
"12144","2010/2011",16,"Netherlands","Netherlands Eredivisie","Willem II","Excelsior","D",1.5657386330617
"12145","2010/2011",16,"Netherlands","Netherlands Eredivisie","Roda","FC Groningen","H",1.56312628405044
"12146","2010/2011",16,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","SC Heerenveen","D",1.41915994372269
"12147","2010/2011",16,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Twente","A",1.35881857517042
"12148","2010/2011",16,"Netherlands","Netherlands Eredivisie","Feyenoord","ADO Den Haag","H",1.52536680044183
"12149","2010/2011",16,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Ajax","A",1.17130519066083
"12150","2010/2011",16,"Netherlands","Netherlands Eredivisie","Heracles","FC Utrecht","H",1.56356752896031
"12151","2010/2011",16,"Netherlands","Netherlands Eredivisie","De Graafschap","Vitesse","D",1.56023330863447
"12152","2010/2011",17,"Netherlands","Netherlands Eredivisie","FC Groningen","Vitesse","H",1.38792426106044
"12153","2010/2011",17,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Heracles","H",0.960088354325186
"12154","2010/2011",17,"Netherlands","Netherlands Eredivisie","FC Utrecht","SC Heerenveen","H",1.53708973576605
"12155","2010/2011",17,"Netherlands","Netherlands Eredivisie","Twente","De Graafschap","H",1.06942976246466
"12156","2010/2011",17,"Netherlands","Netherlands Eredivisie","Excelsior","NAC Breda","A",1.56611476415267
"12157","2010/2011",17,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Roda","A",1.53839434458928
"12158","2010/2011",17,"Netherlands","Netherlands Eredivisie","Ajax","NEC Nijmegen","D",1.00973921206125
"12159","2010/2011",17,"Netherlands","Netherlands Eredivisie","Willem II","Feyenoord","D",1.41285990666524
"12160","2010/2011",17,"Netherlands","Netherlands Eredivisie","ADO Den Haag","AZ Alkmaar","A",1.5642519508699
"12161","2010/2011",18,"Netherlands","Netherlands Eredivisie","Heracles","VVV-Venlo","D",1.27559379430305
"12162","2010/2011",18,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Willem II","H",1.24787070778593
"12163","2010/2011",18,"Netherlands","Netherlands Eredivisie","De Graafschap","PSV Eindhoven","D",1.17162920639761
"12164","2010/2011",18,"Netherlands","Netherlands Eredivisie","Roda","ADO Den Haag","D",1.48871850357882
"12165","2010/2011",18,"Netherlands","Netherlands Eredivisie","NAC Breda","FC Utrecht","H",1.56055626574317
"12166","2010/2011",18,"Netherlands","Netherlands Eredivisie","Vitesse","Ajax","A",1.30207560318814
"12167","2010/2011",18,"Netherlands","Netherlands Eredivisie","FC Groningen","AZ Alkmaar","H",1.56429839404119
"12168","2010/2011",18,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Twente","H",1.53715663942983
"12169","2010/2011",18,"Netherlands","Netherlands Eredivisie","Feyenoord","Excelsior","H",1.31186511407711
"12170","2010/2011",19,"Netherlands","Netherlands Eredivisie","Twente","Heracles","H",1.14945852663477
"12171","2010/2011",19,"Netherlands","Netherlands Eredivisie","Excelsior","FC Groningen","D",1.4267338363598
"12172","2010/2011",19,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Willem II","H",1.18731384895618
"12173","2010/2011",19,"Netherlands","Netherlands Eredivisie","SC Heerenveen","De Graafschap","H",1.23361500775711
"12174","2010/2011",19,"Netherlands","Netherlands Eredivisie","NAC Breda","Vitesse","D",1.48482402281217
"12175","2010/2011",19,"Netherlands","Netherlands Eredivisie","Ajax","Feyenoord","H",1.10299090367586
"12176","2010/2011",19,"Netherlands","Netherlands Eredivisie","VVV-Venlo","FC Utrecht","A",1.43834966580681
"12177","2010/2011",19,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","NEC Nijmegen","D",1.27235786024603
"12178","2010/2011",19,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Roda","H",1.13383512013014
"12179","2010/2011",2,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","De Graafschap","H",0.941590225136506
"12180","2010/2011",2,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Heracles","H",1.56553148339642
"12181","2010/2011",2,"Netherlands","Netherlands Eredivisie","Ajax","Vitesse","H",0.933581082289716
"12182","2010/2011",2,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","FC Groningen","D",1.41051254828711
"12183","2010/2011",2,"Netherlands","Netherlands Eredivisie","Twente","SC Heerenveen","D",1.34468334555164
"12184","2010/2011",2,"Netherlands","Netherlands Eredivisie","FC Utrecht","NAC Breda","H",1.46211874701675
"12185","2010/2011",2,"Netherlands","Netherlands Eredivisie","Excelsior","Feyenoord","H",1.2317801335458
"12186","2010/2011",2,"Netherlands","Netherlands Eredivisie","Willem II","NEC Nijmegen","A",1.56769862398146
"12187","2010/2011",2,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Roda","A",1.56524966494486
"12188","2010/2011",20,"Netherlands","Netherlands Eredivisie","ADO Den Haag","SC Heerenveen","H",1.56353984977526
"12189","2010/2011",20,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","NAC Breda","D",1.49594780447243
"12190","2010/2011",20,"Netherlands","Netherlands Eredivisie","Willem II","Vitesse","H",1.54617201795411
"12191","2010/2011",20,"Netherlands","Netherlands Eredivisie","Heracles","AZ Alkmaar","D",1.54719082481323
"12192","2010/2011",20,"Netherlands","Netherlands Eredivisie","Feyenoord","De Graafschap","A",1.38754233232659
"12193","2010/2011",20,"Netherlands","Netherlands Eredivisie","Roda","Excelsior","H",1.2201729333821
"12194","2010/2011",20,"Netherlands","Netherlands Eredivisie","FC Utrecht","Ajax","H",1.42824724859405
"12195","2010/2011",20,"Netherlands","Netherlands Eredivisie","FC Groningen","Twente","A",1.56107038625164
"12196","2010/2011",20,"Netherlands","Netherlands Eredivisie","VVV-Venlo","PSV Eindhoven","A",1.07153995503925
"12197","2010/2011",21,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Heracles","D",1.48139414707778
"12198","2010/2011",21,"Netherlands","Netherlands Eredivisie","De Graafschap","FC Utrecht","D",1.55567040397872
"12199","2010/2011",21,"Netherlands","Netherlands Eredivisie","Vitesse","Roda","H",1.5595218302592
"12200","2010/2011",21,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","VVV-Venlo","H",1.01110564940366
"12201","2010/2011",21,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Willem II","H",0.756698082244821
"12202","2010/2011",21,"Netherlands","Netherlands Eredivisie","NAC Breda","Ajax","A",1.32343701592521
"12203","2010/2011",21,"Netherlands","Netherlands Eredivisie","SC Heerenveen","FC Groningen","A",1.52717282932902
"12204","2010/2011",21,"Netherlands","Netherlands Eredivisie","Excelsior","ADO Den Haag","A",1.55840087884609
"12205","2010/2011",21,"Netherlands","Netherlands Eredivisie","Twente","Feyenoord","H",1.14174356268252
"12206","2010/2011",22,"Netherlands","Netherlands Eredivisie","Ajax","De Graafschap","H",0.889520329413876
"12207","2010/2011",22,"Netherlands","Netherlands Eredivisie","SC Heerenveen","NEC Nijmegen","D",1.40979596810703
"12208","2010/2011",22,"Netherlands","Netherlands Eredivisie","VVV-Venlo","NAC Breda","H",1.55705309442542
"12209","2010/2011",22,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","ADO Den Haag","A",1.05804470155205
"12210","2010/2011",22,"Netherlands","Netherlands Eredivisie","Excelsior","AZ Alkmaar","H",1.30132726854498
"12211","2010/2011",22,"Netherlands","Netherlands Eredivisie","FC Groningen","Willem II","H",1.03014590526779
"12212","2010/2011",22,"Netherlands","Netherlands Eredivisie","FC Utrecht","Twente","D",1.55521132149132
"12213","2010/2011",22,"Netherlands","Netherlands Eredivisie","Vitesse","Feyenoord","D",1.56235701723889
"12214","2010/2011",22,"Netherlands","Netherlands Eredivisie","Heracles","Roda","H",1.56133777634639
"12215","2010/2011",23,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","PSV Eindhoven","A",1.56376452895504
"12216","2010/2011",23,"Netherlands","Netherlands Eredivisie","Willem II","FC Utrecht","D",1.35540447008097
"12217","2010/2011",23,"Netherlands","Netherlands Eredivisie","Feyenoord","Heracles","H",1.44433844408115
"12218","2010/2011",23,"Netherlands","Netherlands Eredivisie","ADO Den Haag","VVV-Venlo","H",1.20037360096689
"12219","2010/2011",23,"Netherlands","Netherlands Eredivisie","Twente","Vitesse","H",1.0914332201628
"12220","2010/2011",23,"Netherlands","Netherlands Eredivisie","NAC Breda","SC Heerenveen","A",1.56608458615441
"12221","2010/2011",23,"Netherlands","Netherlands Eredivisie","De Graafschap","FC Groningen","D",1.54760964123004
"12222","2010/2011",23,"Netherlands","Netherlands Eredivisie","Roda","Ajax","D",1.38400849547725
"12223","2010/2011",23,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Excelsior","H",1.29958107558011
"12224","2010/2011",24,"Netherlands","Netherlands Eredivisie","FC Utrecht","Heracles","D",1.33756246061721
"12225","2010/2011",24,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","NAC Breda","H",0.919242935781203
"12226","2010/2011",24,"Netherlands","Netherlands Eredivisie","SC Heerenveen","AZ Alkmaar","A",1.56493702394897
"12227","2010/2011",24,"Netherlands","Netherlands Eredivisie","Excelsior","Willem II","H",1.4621564848238
"12228","2010/2011",24,"Netherlands","Netherlands Eredivisie","Twente","NEC Nijmegen","D",1.15091091071961
"12229","2010/2011",24,"Netherlands","Netherlands Eredivisie","Ajax","VVV-Venlo","H",0.823931013376914
"12230","2010/2011",24,"Netherlands","Netherlands Eredivisie","Vitesse","De Graafschap","H",1.47520603383263
"12231","2010/2011",24,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Feyenoord","D",1.52341583361484
"12232","2010/2011",24,"Netherlands","Netherlands Eredivisie","FC Groningen","Roda","A",1.4339108760002
"12233","2010/2011",25,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Excelsior","H",1.56265759995474
"12234","2010/2011",25,"Netherlands","Netherlands Eredivisie","NAC Breda","ADO Den Haag","H",1.56606487274292
"12235","2010/2011",25,"Netherlands","Netherlands Eredivisie","Heracles","Vitesse","H",1.49333872864013
"12236","2010/2011",25,"Netherlands","Netherlands Eredivisie","Willem II","SC Heerenveen","H",1.36557427767701
"12237","2010/2011",25,"Netherlands","Netherlands Eredivisie","Roda","De Graafschap","D",1.36791304739755
"12238","2010/2011",25,"Netherlands","Netherlands Eredivisie","Feyenoord","FC Groningen","H",1.55596432402484
"12239","2010/2011",25,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Twente","H",1.56916146912314
"12240","2010/2011",25,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Ajax","D",1.52934614063284
"12241","2010/2011",25,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","FC Utrecht","D",1.5673059005453
"12242","2010/2011",26,"Netherlands","Netherlands Eredivisie","De Graafschap","Willem II","H",1.33922189038574
"12243","2010/2011",26,"Netherlands","Netherlands Eredivisie","Excelsior","PSV Eindhoven","A",1.09167661737082
"12244","2010/2011",26,"Netherlands","Netherlands Eredivisie","Twente","NAC Breda","H",1.138362062
"12245","2010/2011",26,"Netherlands","Netherlands Eredivisie","Vitesse","VVV-Venlo","H",1.38333111247912
"12246","2010/2011",26,"Netherlands","Netherlands Eredivisie","ADO Den Haag","NEC Nijmegen","H",1.46929481206881
"12247","2010/2011",26,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Feyenoord","A",1.5215466815369
"12248","2010/2011",26,"Netherlands","Netherlands Eredivisie","FC Utrecht","Roda","D",1.49908947152815
"12249","2010/2011",26,"Netherlands","Netherlands Eredivisie","FC Groningen","Heracles","A",1.39813082472974
"12250","2010/2011",26,"Netherlands","Netherlands Eredivisie","Ajax","AZ Alkmaar","H",1.4094849272127
"12251","2010/2011",27,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","PSV Eindhoven","D",1.33621063421964
"12252","2010/2011",27,"Netherlands","Netherlands Eredivisie","Roda","AZ Alkmaar","A",1.56930525813278
"12253","2010/2011",27,"Netherlands","Netherlands Eredivisie","Twente","VVV-Venlo","H",0.893257981167556
"12254","2010/2011",27,"Netherlands","Netherlands Eredivisie","Vitesse","SC Heerenveen","D",1.56655410128395
"12255","2010/2011",27,"Netherlands","Netherlands Eredivisie","Heracles","Excelsior","H",1.24540436259464
"12256","2010/2011",27,"Netherlands","Netherlands Eredivisie","FC Utrecht","FC Groningen","H",1.46008374664874
"12257","2010/2011",27,"Netherlands","Netherlands Eredivisie","Feyenoord","NAC Breda","H",1.33122447881853
"12258","2010/2011",27,"Netherlands","Netherlands Eredivisie","De Graafschap","ADO Den Haag","H",1.5589030572057
"12259","2010/2011",27,"Netherlands","Netherlands Eredivisie","Willem II","Ajax","A",1.02062548352641
"12260","2010/2011",28,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Vitesse","H",1.23099468884092
"12261","2010/2011",28,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","De Graafschap","H",1.45410543319184
"12262","2010/2011",28,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Willem II","D",1.46974088983471
"12263","2010/2011",28,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","FC Utrecht","H",1.25437003380605
"12264","2010/2011",28,"Netherlands","Netherlands Eredivisie","NAC Breda","FC Groningen","A",1.56141643987108
"12265","2010/2011",28,"Netherlands","Netherlands Eredivisie","Heracles","SC Heerenveen","H",1.53547830091849
"12266","2010/2011",28,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Ajax","H",1.4307686128278
"12267","2010/2011",28,"Netherlands","Netherlands Eredivisie","Roda","Feyenoord","H",1.55551501775649
"12268","2010/2011",28,"Netherlands","Netherlands Eredivisie","Excelsior","Twente","A",1.27874436093758
"12269","2010/2011",29,"Netherlands","Netherlands Eredivisie","De Graafschap","NAC Breda","A",1.52347499491878
"12270","2010/2011",29,"Netherlands","Netherlands Eredivisie","Feyenoord","AZ Alkmaar","A",1.56580533691947
"12271","2010/2011",29,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Excelsior","A",1.20241139733313
"12272","2010/2011",29,"Netherlands","Netherlands Eredivisie","Willem II","Roda","A",1.39488163538434
"12273","2010/2011",29,"Netherlands","Netherlands Eredivisie","Twente","PSV Eindhoven","H",1.56632172454668
"12274","2010/2011",29,"Netherlands","Netherlands Eredivisie","Ajax","Heracles","H",1.12374403560546
"12275","2010/2011",29,"Netherlands","Netherlands Eredivisie","Vitesse","NEC Nijmegen","H",1.5532478230931
"12276","2010/2011",29,"Netherlands","Netherlands Eredivisie","FC Groningen","VVV-Venlo","H",1.15514970268887
"12277","2010/2011",29,"Netherlands","Netherlands Eredivisie","FC Utrecht","ADO Den Haag","A",1.51807934037656
"12278","2010/2011",3,"Netherlands","Netherlands Eredivisie","Excelsior","NEC Nijmegen","H",1.55736749998434
"12279","2010/2011",3,"Netherlands","Netherlands Eredivisie","FC Groningen","De Graafschap","H",1.29905646264693
"12280","2010/2011",3,"Netherlands","Netherlands Eredivisie","Ajax","Roda","H",0.946228147143756
"12281","2010/2011",3,"Netherlands","Netherlands Eredivisie","Vitesse","Twente","A",1.3282350995775
"12282","2010/2011",3,"Netherlands","Netherlands Eredivisie","SC Heerenveen","NAC Breda","H",1.38170334384698
"12283","2010/2011",3,"Netherlands","Netherlands Eredivisie","FC Utrecht","Willem II","H",1.1886979746858
"12284","2010/2011",3,"Netherlands","Netherlands Eredivisie","Heracles","Feyenoord","D",1.56663490126933
"12285","2010/2011",3,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","AZ Alkmaar","H",1.30035849763852
"12286","2010/2011",3,"Netherlands","Netherlands Eredivisie","VVV-Venlo","ADO Den Haag","A",1.52717114063689
"12287","2010/2011",30,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","SC Heerenveen","D",1.16667874342157
"12288","2010/2011",30,"Netherlands","Netherlands Eredivisie","VVV-Venlo","NEC Nijmegen","A",1.56218664465724
"12289","2010/2011",30,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Vitesse","H",1.38392613366947
"12290","2010/2011",30,"Netherlands","Netherlands Eredivisie","Excelsior","De Graafschap","D",1.55538390121137
"12291","2010/2011",30,"Netherlands","Netherlands Eredivisie","Willem II","Heracles","A",1.44135333828221
"12292","2010/2011",30,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","NAC Breda","D",1.17150054004399
"12293","2010/2011",30,"Netherlands","Netherlands Eredivisie","Twente","Roda","D",1.21816402838746
"12294","2010/2011",30,"Netherlands","Netherlands Eredivisie","Ajax","FC Groningen","H",1.23177094390351
"12295","2010/2011",30,"Netherlands","Netherlands Eredivisie","FC Utrecht","Feyenoord","A",1.49412811929519
"12296","2010/2011",31,"Netherlands","Netherlands Eredivisie","SC Heerenveen","FC Utrecht","H",1.55242214569906
"12297","2010/2011",31,"Netherlands","Netherlands Eredivisie","Roda","VVV-Venlo","H",1.16738718530845
"12298","2010/2011",31,"Netherlands","Netherlands Eredivisie","NAC Breda","Excelsior","A",1.37508473317541
"12299","2010/2011",31,"Netherlands","Netherlands Eredivisie","Vitesse","FC Groningen","H",1.56580024881262
"12300","2010/2011",31,"Netherlands","Netherlands Eredivisie","Heracles","PSV Eindhoven","A",1.38534281940307
"12301","2010/2011",31,"Netherlands","Netherlands Eredivisie","De Graafschap","Twente","D",1.25964656516981
"12302","2010/2011",31,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","ADO Den Haag","H",1.47379676225223
"12303","2010/2011",31,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Ajax","A",1.30566223002495
"12304","2010/2011",31,"Netherlands","Netherlands Eredivisie","Feyenoord","Willem II","H",1.03244568627733
"12305","2010/2011",32,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Twente","A",1.54492167840168
"12306","2010/2011",32,"Netherlands","Netherlands Eredivisie","Willem II","AZ Alkmaar","H",1.10304211154228
"12307","2010/2011",32,"Netherlands","Netherlands Eredivisie","VVV-Venlo","SC Heerenveen","D",1.41444275295782
"12308","2010/2011",32,"Netherlands","Netherlands Eredivisie","Heracles","De Graafschap","H",1.34926718631713
"12309","2010/2011",32,"Netherlands","Netherlands Eredivisie","Roda","NAC Breda","H",1.31232889881759
"12310","2010/2011",32,"Netherlands","Netherlands Eredivisie","Ajax","Excelsior","H",0.879828214189386
"12311","2010/2011",32,"Netherlands","Netherlands Eredivisie","FC Groningen","NEC Nijmegen","H",1.46763930166795
"12312","2010/2011",32,"Netherlands","Netherlands Eredivisie","FC Utrecht","Vitesse","H",1.39303715531829
"12313","2010/2011",32,"Netherlands","Netherlands Eredivisie","Feyenoord","PSV Eindhoven","H",1.5078625013593
"12314","2010/2011",33,"Netherlands","Netherlands Eredivisie","Excelsior","FC Utrecht","H",1.53801964440059
"12315","2010/2011",33,"Netherlands","Netherlands Eredivisie","Twente","Willem II","H",0.766681987899352
"12316","2010/2011",33,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Ajax","A",1.31336037038173
"12317","2010/2011",33,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Feyenoord","H",1.35884532630595
"12318","2010/2011",33,"Netherlands","Netherlands Eredivisie","NAC Breda","Heracles","A",1.55761129388801
"12319","2010/2011",33,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","Vitesse","H",0.976886149237146
"12320","2010/2011",33,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","De Graafschap","H",1.14910193554281
"12321","2010/2011",33,"Netherlands","Netherlands Eredivisie","ADO Den Haag","FC Groningen","A",1.52668140115248
"12322","2010/2011",33,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Roda","H",1.56160767172671
"12323","2010/2011",34,"Netherlands","Netherlands Eredivisie","Willem II","NAC Breda","A",1.53988847897183
"12324","2010/2011",34,"Netherlands","Netherlands Eredivisie","Roda","SC Heerenveen","D",1.48318628634332
"12325","2010/2011",34,"Netherlands","Netherlands Eredivisie","Heracles","ADO Den Haag","H",1.45112913242389
"12326","2010/2011",34,"Netherlands","Netherlands Eredivisie","Feyenoord","NEC Nijmegen","D",1.45477260108643
"12327","2010/2011",34,"Netherlands","Netherlands Eredivisie","De Graafschap","VVV-Venlo","H",1.23406170551176
"12328","2010/2011",34,"Netherlands","Netherlands Eredivisie","FC Utrecht","AZ Alkmaar","H",1.55767536575925
"12329","2010/2011",34,"Netherlands","Netherlands Eredivisie","Vitesse","Excelsior","A",1.49107758171526
"12330","2010/2011",34,"Netherlands","Netherlands Eredivisie","FC Groningen","PSV Eindhoven","D",1.41169153964477
"12331","2010/2011",34,"Netherlands","Netherlands Eredivisie","Ajax","Twente","H",1.50851920133253
"12332","2010/2011",4,"Netherlands","Netherlands Eredivisie","Willem II","FC Groningen","A",1.42878719328243
"12333","2010/2011",4,"Netherlands","Netherlands Eredivisie","NAC Breda","VVV-Venlo","H",1.49064017334515
"12334","2010/2011",4,"Netherlands","Netherlands Eredivisie","Roda","Heracles","H",1.53743435782736
"12335","2010/2011",4,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","SC Heerenveen","D",1.5654619654675
"12336","2010/2011",4,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Excelsior","D",1.12680562972606
"12337","2010/2011",4,"Netherlands","Netherlands Eredivisie","Twente","FC Utrecht","H",1.34543841342817
"12338","2010/2011",4,"Netherlands","Netherlands Eredivisie","Feyenoord","Vitesse","H",1.26844604769647
"12339","2010/2011",4,"Netherlands","Netherlands Eredivisie","De Graafschap","Ajax","A",1.09092636034843
"12340","2010/2011",4,"Netherlands","Netherlands Eredivisie","ADO Den Haag","PSV Eindhoven","D",1.14873884234592
"12341","2010/2011",5,"Netherlands","Netherlands Eredivisie","Excelsior","Heracles","H",1.56743373914033
"12342","2010/2011",5,"Netherlands","Netherlands Eredivisie","VVV-Venlo","Twente","A",1.17776982352643
"12343","2010/2011",5,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","NEC Nijmegen","H",0.959098598294724
"12344","2010/2011",5,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Vitesse","H",1.28214979907338
"12345","2010/2011",5,"Netherlands","Netherlands Eredivisie","Ajax","Willem II","H",0.692784038014935
"12346","2010/2011",5,"Netherlands","Netherlands Eredivisie","ADO Den Haag","De Graafschap","D",1.46903931788774
"12347","2010/2011",5,"Netherlands","Netherlands Eredivisie","FC Groningen","FC Utrecht","H",1.54522221339139
"12348","2010/2011",5,"Netherlands","Netherlands Eredivisie","NAC Breda","Feyenoord","H",1.56131693203036
"12349","2010/2011",5,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Roda","A",1.39562074354726
"12350","2010/2011",6,"Netherlands","Netherlands Eredivisie","De Graafschap","SC Heerenveen","H",1.47887263428187
"12351","2010/2011",6,"Netherlands","Netherlands Eredivisie","FC Groningen","Excelsior","H",1.23558587919945
"12352","2010/2011",6,"Netherlands","Netherlands Eredivisie","Vitesse","NAC Breda","D",1.56226844880417
"12353","2010/2011",6,"Netherlands","Netherlands Eredivisie","Willem II","ADO Den Haag","A",1.56399885880063
"12354","2010/2011",6,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","AZ Alkmaar","A",1.55330132045494
"12355","2010/2011",6,"Netherlands","Netherlands Eredivisie","Roda","PSV Eindhoven","D",1.3443232315609
"12356","2010/2011",6,"Netherlands","Netherlands Eredivisie","FC Utrecht","VVV-Venlo","H",1.27759432032396
"12357","2010/2011",6,"Netherlands","Netherlands Eredivisie","Heracles","Twente","D",1.31961793772424
"12358","2010/2011",6,"Netherlands","Netherlands Eredivisie","Feyenoord","Ajax","A",1.39056205276601
"12359","2010/2011",7,"Netherlands","Netherlands Eredivisie","SC Heerenveen","Roda","D",1.49770851350414
"12360","2010/2011",7,"Netherlands","Netherlands Eredivisie","Twente","Ajax","D",1.56710281698225
"12361","2010/2011",7,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","FC Groningen","D",1.23293569278199
"12362","2010/2011",7,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","FC Utrecht","H",1.49179359225087
"12363","2010/2011",7,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Heracles","H",1.5428413387004
"12364","2010/2011",7,"Netherlands","Netherlands Eredivisie","Excelsior","Vitesse","A",1.56384955149334
"12365","2010/2011",7,"Netherlands","Netherlands Eredivisie","VVV-Venlo","De Graafschap","H",1.54485449774097
"12366","2010/2011",7,"Netherlands","Netherlands Eredivisie","NAC Breda","Willem II","H",1.2826706094752
"12367","2010/2011",7,"Netherlands","Netherlands Eredivisie","NEC Nijmegen","Feyenoord","H",1.56421328454908
"12368","2010/2011",8,"Netherlands","Netherlands Eredivisie","Vitesse","Willem II","D",1.29054708858446
"12369","2010/2011",8,"Netherlands","Netherlands Eredivisie","NAC Breda","NEC Nijmegen","H",1.53342340989301
"12370","2010/2011",8,"Netherlands","Netherlands Eredivisie","Excelsior","Roda","A",1.54703222024897
"12371","2010/2011",8,"Netherlands","Netherlands Eredivisie","Twente","FC Groningen","H",1.40169117056989
"12372","2010/2011",8,"Netherlands","Netherlands Eredivisie","AZ Alkmaar","Heracles","H",1.30517012354376
"12373","2010/2011",8,"Netherlands","Netherlands Eredivisie","De Graafschap","Feyenoord","D",1.55416981306269
"12374","2010/2011",8,"Netherlands","Netherlands Eredivisie","Ajax","FC Utrecht","A",1.00447949891536
"12375","2010/2011",8,"Netherlands","Netherlands Eredivisie","PSV Eindhoven","VVV-Venlo","H",0.876245005047627
"12376","2010/2011",8,"Netherlands","Netherlands Eredivisie","SC Heerenveen","ADO Den Haag","D",1.39797400174563
"12377","2010/2011",9,"Netherlands","Netherlands Eredivisie","Ajax","NAC Breda","H",0.986454512628135
"12378","2010/2011",9,"Netherlands","Netherlands Eredivisie","FC Utrecht","De Graafschap","D",1.28283340876335
"12379","2010/2011",9,"Netherlands","Netherlands Eredivisie","Feyenoord","Twente","A",1.48198871069981
"12380","2010/2011",9,"Netherlands","Netherlands Eredivisie","ADO Den Haag","Excelsior","H",1.40978044058467
