OPEID,SCHOOL,ADDR,CITY,STATE,ST_DESC,ZIP,ZIP_EXT,Country,LONGEST PROGRAM LENGTH,SCHOOL TYPE,COHORT YEAR,NUMBER IN DEFAULT,NUMBER ENTERING REPAYMENT,DEFAULT RATE,PRATE,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30
013094,Bellingham Beauty School,4192 Meridian Street,Bellingham,WA,Washington,98226,5515,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,3,24,12.5,A,,B,02,10,1
010434,Renton Technical College,3000 Northeast Fourth Street,Renton,WA,Washington,98056,4195,,Associate's Degree,Pub,2009,22,154,14.2,A,,B,08,10,1
003776,Everett Community College,2000 Tower Street,Everett,WA,Washington,98201,1352,,Associate's Degree,Pub,2009,115,575,20,A,,B,02,10,1
003781,Highline Community College,2400 South 240th Street,Des Moines,WA,Washington,98198,9800,,Associate's Degree,Pub,2009,80,469,17,A,,B,09,10,1
022913,Art Institute of Seattle (The),2323 Elliott Avenue,Seattle,WA,Washington,98121,1622,,Bachelor's Degree,Prop,2009,148,1007,14.6,A,,B,07,10,1
021067,Trinity Lutheran College,2802 Wetmore Avenue,Everett,WA,Washington,98201,3569,,Bachelor's Degree,Priv,2009,4,26,15.3,A,,B,08,10,1
026021,Northwest College of Art & Design,16301 Creative Drive N.E.,Poulsbo,WA,Washington,98370,8625,,Bachelor's Degree,Prop,2009,4,26,15.3,A,,B,01,10,1
003774,Columbia Basin College,2600 North 20th Avenue,Pasco,WA,Washington,99301,3379,,Bachelor's Degree,Pub,2009,49,370,13.2,A,,B,04,10,1
012315,Cornish College of the Arts,1000 Lenora Street,Seattle,WA,Washington,98121,4604,,Bachelor's Degree,Priv,2009,31,238,13,A,,B,07,10,1
009387,Perry Technical Institute,2011 West Washington Avenue,Yakima,WA,Washington,98903,1239,,Non-Degree 3 Plus Years (>= 2700 hours),Priv,2009,29,230,12.6,A,,B,04,10,1
005000,Pierce College,9401 Farwest Drive Southwest,Lakewood,WA,Washington,98498,1919,,Associate's Degree,Pub,2009,87,684,12.7,A,,B,09,10,1
008155,Evergreen State College (The),2700 Evergreen Parkway Northwest,Olympia,WA,Washington,98505,0002,,Master's Degree or Doctor's Degree,Pub,2009,105,1123,9.3,A,,B,03,10,1
010364,Whatcom Community College,237 West Kellogg Road,Bellingham,WA,Washington,98226,8003,,Associate's Degree,Pub,2009,37,202,18.3,A,,B,02,10,1
003794,Saint Martin's University,"5300 Pacific Avenue, Southeast",Lacey,WA,Washington,98503,7500,,Master's Degree or Doctor's Degree,Priv,2009,25,403,6.2,A,,B,09,10,1
039173,Evergreen Beauty and Barber College,802 SE Everett Mall Way - Suite A,Everett,WA,Washington,98208,3759,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,62,1.6,A,,B,2,10,1
003791,Shoreline Community College,16101 Greenwood Avenue North,Shoreline,WA,Washington,98133,5696,,Associate's Degree,Pub,2009,57,541,10.5,A,,B,01,10,1
025049,Academy of Hair Design,208 South Wenatchee Avenue,Wenatchee,WA,Washington,98801,3062,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,6,28,21.4,A,,B,04,10,1
026175,Everest College,Northgate Meridian Building,Seattle,WA,Washington,98133,9018,,Non-Degree 1 Year (900-1799 hours),Prop,2009,168,772,21.7,A,,B,07,10,1
009739,Glen Dow Academy of Hair Design & Salons,West 309 Riverside Avenue,Spokane,WA,Washington,99201,0209,,Non-Degree 1 Year (900-1799 hours),Prop,2009,21,112,18.7,A,,B,05,10,1
013022,City University of Seattle,11900 Northeast First Street,Bellevue,WA,Washington,98005,3030,,Master's Degree or Doctor's Degree,Priv,2009,48,793,6,A,,B,08,10,1
026062,Everest College,981 Powell Avenue SW,Renton,WA,Washington,98055,2990,,Non-Degree 1 Year (900-1799 hours),Prop,2009,601,1623,37,A,,B,09,10,1
023001,Everest College,"155 Washington Avenue, Suite 200",Bremerton,WA,Washington,98367,1835,,Associate's Degree,Prop,2009,438,1749,25,A,,B,06,10,1
030990,Cortiva Institute - Seattle,425 Pontius Avenue North,Seattle,WA,Washington,98109,5474,,Non-Degree 1 Year (900-1799 hours),Prop,2009,19,214,8.8,A,,B,07,10,1
003771,Central Washington University,400 East University Way,Ellensburg,WA,Washington,98926,7501,,Master's Degree or Doctor's Degree,Pub,2009,102,2179,4.6,A,,B,04,10,1
003775,Eastern Washington University,214 Showalter Hall,Cheney,WA,Washington,99004,2444,,Master's Degree or Doctor's Degree,Pub,2009,188,2590,7.2,A,,B,05,10,1
003783,Northwest University,5520 108th Avenue Northeast,Kirkland,WA,Washington,98033,7523,,Master's Degree or Doctor's Degree,Priv,2009,14,402,3.4,A,,B,01,10,1
034835,Cascadia Community College,18345 Campus Way NorthEast,Bothell,WA,Washington,98011,9510,,Associate's Degree,Pub,2009,21,135,15.5,A,,B,01,10,1
003800,Washington State University,1 Southeast Stadium Way,Pullman,WA,Washington,99164,1035,,Master's Degree or Doctor's Degree,Pub,2009,266,4623,5.7,P,,B,05,10,1
003769,Bellevue  College,3000 Landerholm Circle Southeast,Bellevue,WA,Washington,98007,6484,,Bachelor's Degree,Pub,2009,53,522,10.1,A,,B,08,10,1
034664,Seattle School of Theology and Psychology (The),2501 Elliot Avenue,Seattle,WA,Washington,98121,1177,,Master's Degree or Doctor's Degree,Priv,2009,3,98,3,A,,B,01,10,1
037243,DigiPen Institute of Technology,9931 Willows Road North East,Redmond,WA,Washington,98052,5170,,Master's Degree or Doctor's Degree,Prop,2009,7,140,5,A,,B,01,10,1
003799,Walla Walla University,204 South College Avenue,College Place,WA,Washington,99324,1198,,Master's Degree or Doctor's Degree,Priv,2009,28,519,5.3,A,,B,05,10,1
003785,Pacific Lutheran University,12180 Park Avenue,Tacoma,WA,Washington,98447,0003,,Master's Degree or Doctor's Degree,Priv,2009,26,887,2.9,A,,B,06,10,1
022368,Professional Beauty School,2105 West Lincoln Avenue,Yakima,WA,Washington,98902,2414,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,10,42,23.8,A,,B,04,10,1
036894,Faith Evangelical College & Seminary,3504 North Pearl Street,Tacoma,WA,Washington,98407,2607,,Master's Degree or Doctor's Degree,Priv,2009,3,52,5.7,A,,B,06,10,1
003804,Whitworth University,300 West Hawthorne Road,Spokane,WA,Washington,99251,0001,,Master's Degree or Doctor's Degree,Priv,2009,13,580,2.2,A,,B,05,10,1
003798,University of Washington - Seattle,3917 University Way NE,Seattle,WA,Washington,98195,1122,,Master's Degree or Doctor's Degree,Pub,2009,203,6381,3.1,P,,B,07,10,1
003788,Seattle Pacific University,3307 Third Avenue West,Seattle,WA,Washington,98119,1997,,Master's Degree or Doctor's Degree,Priv,2009,23,928,2.4,A,,B,07,10,1
003803,Whitman College,345 Boyer Street,Walla Walla,WA,Washington,99362,2067,,Bachelor's Degree,Priv,2009,3,206,1.4,A,,B,05,10,1
003778,Gonzaga University,502 East Boone Avenue,Spokane,WA,Washington,99258,0083,,Master's Degree or Doctor's Degree,Priv,2009,56,1375,4,A,,B,05,10,1
003802,Western Washington University,516 High Street,Bellingham,WA,Washington,98225,5946,,Master's Degree or Doctor's Degree,Pub,2009,68,2495,2.7,A,,B,02,10,1
003797,University of Puget Sound,1500 North Warner Street,Tacoma,WA,Washington,98416,0001,,Master's Degree or Doctor's Degree,Priv,2009,7,585,1.1,A,,B,06,10,1
003790,Seattle University,901 12th Avenue,Seattle,WA,Washington,98122,1090,,Master's Degree or Doctor's Degree,Priv,2009,41,1765,2.3,A,,B,07,10,1
022425,Bastyr University,14500 Juanita Drive Northeast,Kenmore,WA,Washington,98028,4966,,Master's Degree or Doctor's Degree,Priv,2009,2,311,0.6,P,,B,01,10,1
003772,Centralia College,600 Centralia College Boulevard,Centralia,WA,Washington,98531,4099,,Associate's Degree,Pub,2009,0,0,0,A,,B,03,10,1
003787,Seattle Central Community College,1701 Broadway,Seattle,WA,Washington,98122,2413,,Bachelor's Degree,Pub,2009,0,0,0,P,,B,07,10,1
009704,North Seattle Community College,9600 College Way North,Seattle,WA,Washington,98103,3599,,Associate's Degree,Pub,2009,0,0,0,A,,B,07,10,1
009706,South Seattle Community College,6000  16th Avenue Southwest,Seattle,WA,Washington,98106,1499,,Bachelor's Degree,Pub,2009,0,0,0,A,,B,07,10,1
021053,Evergreen Beauty and Barber College,14045 Northeast 20th Street,Bellevue,WA,Washington,98007,3722,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,08,10,1
032803,Seattle Institute of Oriental Medicine,444 North East Ravenna Boulevard,Seattle,WA,Washington,98115,5542,,Master's Degree or Doctor's Degree,Prop,2009,0,3,0,A,,B,07,10,1
041200,Sunnyside Beauty Academy,440 Barnard Boulevard,Sunnyside,WA,Washington,98944,8711,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,2,0,A,,D,4,10,0
041328,Inland Massage Institute,775 East Holland Avenue Suite 110,Spokane,WA,Washington,99218,5016,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,10,10,A,,D,5,10,0
041308,Cascade Beauty College,435 East Main Street,Auburn,WA,Washington,98002,5504,,Non-Degree 1 Year (900-1799 hours),Prop,2009,3,4,75,A,,B,9,10,0
041494,Gary Manuel Aveda Institute,1514 10th Avenue,Seattle,WA,Washington,98122,3807,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,D,7,10,0
030650,Lucas Marc Academy,71 Gage Boulevard,Richland,WA,Washington,99352,9700,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,0,0,0,A,,B,04,10,0
031108,Bakke Graduate University,1013 Eighth Avenue,Seattle,WA,Washington,98104,1222,,Master's Degree or Doctor's Degree,Priv,2009,0,2,0,A,,B,01,10,0
041550,Northwest School of Wooden Boat Building,42 North Water Street,Port Hadlock,WA,Washington,98339,8706,,Associate's Degree,Priv,2009,0,0,0,A,,D,6,10,0
041612,Bainbridge Graduate Institute,284 Madrona Way NE,Bainbridge Island,WA,Washington,98110,2870,,Master's Degree or Doctor's Degree,Priv,2009,0,0,0,A,,B,1,10,0
041701,Salon Professional Academy (The),3702 South Fife Street,Tacoma,WA,Washington,98409,7360,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,0,0,0,A,,B,6,10,0
041174,Milwaukee Career College,"3077 North Mayfair Road, Suite 300",Milwaukee,WI,Wisconsin,53222,4305,,First Professional Degree,Prop,2009,57,171,33.3,A,,B,5,05,1
005389,Gateway Technical College,3520 30th Avenue,Kenosha,WI,Wisconsin,53144,1690,,Associate's Degree,Pub,2009,225,1036,21.7,P,,B,01,05,1
023247,Empire Beauty School,6414 Odana Road,Madison,WI,Wisconsin,53717,1111,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,24,153,15.6,A,,B,02,05,1
030776,Empire Beauty School,2575 West Mason Street,Green Bay,WI,Wisconsin,54304,4838,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,49,254,19.2,A,,B,08,05,1
003866,Milwaukee Area Technical College,700 West State Street,Milwaukee,WI,Wisconsin,53233,1443,,Associate's Degree,Pub,2009,724,3805,19,A,,B,04,05,1
005390,Blackhawk Technical College,6004 S County Road G,Janesville,WI,Wisconsin,53547,5009,,Associate's Degree,Pub,2009,91,558,16.3,A,,B,01,05,1
041326,Wisconsin Academy (The),880 Frontage Road,Peshtigo,WI,Wisconsin,54157,1726,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,8,29,27.5,A,,B,8,05,1
024943,Gill-Tech Academy of Hair Design,230 South McCarthy Road,Appleton,WI,Wisconsin,54914,8613,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,5,51,9.8,A,,B,08,05,1
011824,Wisconsin Indianhead Technical College,505 Pine Ridge Drive,Shell Lake,WI,Wisconsin,54871,9300,,Associate's Degree,Pub,2009,145,936,15.4,A,,B,07,05,1
005301,Northeast Wisconsin Technical College,2740 West Mason Street,Green Bay,WI,Wisconsin,54307,4999,,Associate's Degree,Pub,2009,146,1352,10.7,P,,B,08,05,1
009744,Fox Valley Technical College,1825 North Bluemound Drive,Appleton,WI,Wisconsin,54912,2277,,Associate's Degree,Pub,2009,128,1223,10.4,P,,B,08,05,1
007669,Southwest Wisconsin Technical College,1800 Bronson Boulevard,Fennimore,WI,Wisconsin,53809,9778,,Associate's Degree,Pub,2009,58,464,12.5,A,,B,03,05,1
005294,Waukesha County Technical College,800 Main Street,Pewaukee,WI,Wisconsin,53072,4601,,Associate's Degree,Pub,2009,119,824,14.4,A,,B,05,05,1
005384,Nicolet Area Technical College,Lake Julia Campus,Rhinelander,WI,Wisconsin,54501,0518,,Associate's Degree,Pub,2009,36,208,17.3,P,,B,07,05,1
005015,University of Wisconsin - Parkside,900 Wood Road,Kenosha,WI,Wisconsin,53141,2000,,Master's Degree or Doctor's Degree,Pub,2009,121,1159,10.4,P,,B,01,05,1
020771,Milwaukee Institute of Art & Design,273 East Erie Street,Milwaukee,WI,Wisconsin,53202,6003,,Bachelor's Degree,Priv,2009,11,174,6.3,A,,B,04,05,1
009256,Moraine Park Technical College,235 North National Avenue,Fond du Lac,WI,Wisconsin,54936,1940,,Associate's Degree,Pub,2009,46,559,8.2,A,,B,06,05,1
005387,Northcentral Technical College,1000 West Campus Drive,Wausau,WI,Wisconsin,54401,1899,,Associate's Degree,Pub,2009,83,620,13.3,P,,B,07,05,1
005380,Mid-State Technical College,500 32nd Street North,Wisconsin Rapids,WI,Wisconsin,54494,5512,,Associate's Degree,Pub,2009,79,634,12.4,A,,B,07,05,1
009621,Herzing University,5218 East Terrace Drive,Madison,WI,Wisconsin,53718,4236,,Master's Degree or Doctor's Degree,Prop,2009,350,2666,13.1,P,,B,02,05,1
020780,Sacred Heart School of Theology,7335 South Highway 100,Franklin,WI,Wisconsin,53132,0000,,Master's Degree or Doctor's Degree,Priv,2009,0,4,0,A,,B,01,05,1
041186,Academy of Cosmetology,2310 West Court Street,Janesville,WI,Wisconsin,53548,3307,,Non-Degree 1 Year (900-1799 hours),Prop,2009,13,37,35.1,A,,B,1,05,1
023321,Empire Beauty School,1034 South 18th Street,Manitowoc,WI,Wisconsin,54220,5040,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,20,130,15.3,A,,B,06,05,1
004007,Madison Area Technical College,3550 Anderson Street,Madison,WI,Wisconsin,53704,2599,,Associate's Degree,Pub,2009,195,2038,9.5,A,,B,02,05,1
005304,Chippewa Valley Technical College,620 West Clairemont Avenue,Eau Claire,WI,Wisconsin,54701,6162,,Associate's Degree,Pub,2009,177,1636,10.8,A,,B,03,05,1
041382,Salon Professional Academy (The),3355 West College Avenue,Appleton,WI,Wisconsin,54914,3921,,Non-Degree 1 Year (900-1799 hours),Prop,2009,7,25,28,A,,B,8,05,1
009419,State College of Beauty Culture,1930 Grand Avenue,Wausau,WI,Wisconsin,54403,4667,,Non-Degree 1 Year (900-1799 hours),Prop,2009,7,50,14,A,,B,07,05,1
003840,Western Technical College,400 7th Street North,La Crosse,WI,Wisconsin,54601,0908,,Associate's Degree,Pub,2009,154,1160,13.2,P,,B,03,05,1
038083,Institute of Beauty and Wellness (The),327 East Saint Paul Avenue,Milwaukee,WI,Wisconsin,53202,5715,,Non-Degree 1 Year (900-1799 hours),Prop,2009,3,34,8.8,A,,B,4,05,1
003832,Alverno College,3400 South 43rd Street,Milwaukee,WI,Wisconsin,53234,3922,,Master's Degree or Doctor's Degree,Priv,2009,73,788,9.2,A,,B,04,05,1
003925,University of Wisconsin - Superior,Belknap & Catlin Avenue,Superior,WI,Wisconsin,54880,2898,,Master's Degree or Doctor's Degree,Pub,2009,67,726,9.2,A,,B,07,05,1
009194,Lakeshore Technical College,1290 North Avenue,Cleveland,WI,Wisconsin,53015,1412,,Associate's Degree,Pub,2009,42,409,10.2,P,,B,06,05,1
003837,Cardinal Stritch University,6801 North Yates Road,Milwaukee,WI,Wisconsin,53217,9884,,Master's Degree or Doctor's Degree,Priv,2009,135,1766,7.6,A,,B,05,05,1
008217,Paul Mitchell the School Green Bay,3450 S. Packerland Drive,DePere,WI,Wisconsin,54115,0257,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,43,11.6,A,,B,08,05,1
010913,Madison Media Institute,2702 Agriculture Drive,Madison,WI,Wisconsin,53718,6787,,Bachelor's Degree,Prop,2009,19,197,9.6,A,,B,02,05,1
003897,University of Wisconsin Colleges,780 Regent Street,Madison,WI,Wisconsin,53715,2635,,Associate's Degree,Pub,2009,233,2715,8.5,P,,B,02,05,1
003854,Lakeland College,W3718 South Drive,Plymouth,WI,Wisconsin,53073,0000,,Master's Degree or Doctor's Degree,Priv,2009,37,725,5.1,A,,B,06,05,1
003875,Northland College,1411 Ellis Avenue,Ashland,WI,Wisconsin,54806,3999,,Bachelor's Degree,Priv,2009,8,176,4.5,A,,B,07,05,1
003869,Mount Mary College,2900 North Menomonee River Parkway,Milwaukee,WI,Wisconsin,53222,4597,,Master's Degree or Doctor's Degree,Priv,2009,26,441,5.8,A,,B,04,05,1
003842,Concordia University - Wisconsin,12800 North Lake Shore Drive,Mequon,WI,Wisconsin,53097,2402,,Master's Degree or Doctor's Degree,Priv,2009,49,1131,4.3,A,,B,05,05,1
003926,University of Wisconsin - Whitewater,800 West Main Street,Whitewater,WI,Wisconsin,53190,1792,,Master's Degree or Doctor's Degree,Pub,2009,96,2130,4.5,A,,B,02,05,1
003850,Silver Lake College of the Holy Family,2406 South Alverno Road,Manitowoc,WI,Wisconsin,54220,9319,,Master's Degree or Doctor's Degree,Priv,2009,4,149,2.6,A,,B,06,05,1
011484,Advanced Institute of Hair Design,4111 S. 108th Street,Greenfield,WI,Wisconsin,53228,3821,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,11,129,8.5,A,,B,04,05,1
003911,Viterbo University,900 Viterbo Drive,La Crosse,WI,Wisconsin,54601,4777,,Master's Degree or Doctor's Degree,Priv,2009,37,601,6.1,A,,B,03,05,1
030612,Midwest College of Oriental Medicine,6232 Bankers Road,Racine,WI,Wisconsin,53403,9747,,Master's Degree or Doctor's Degree,Prop,2009,3,86,3.4,A,,B,01,05,1
003861,Marian University,45 South National Avenue,Fond Du Lac,WI,Wisconsin,54935,4699,,Master's Degree or Doctor's Degree,Priv,2009,32,659,4.8,A,,B,06,05,1
003896,University of Wisconsin - Milwaukee,2310 East Hartford Avenue,Milwaukee,WI,Wisconsin,53211,3165,,Master's Degree or Doctor's Degree,Pub,2009,356,6226,5.7,A,,B,04,05,1
003839,Carthage College,2001 Alford Park Drive,Kenosha,WI,Wisconsin,53140,1994,,Master's Degree or Doctor's Degree,Priv,2009,24,592,4,A,,B,01,05,1
003920,University of Wisconsin - Oshkosh,800 Algoma Boulevard,Oshkosh,WI,Wisconsin,54901,8604,,Master's Degree or Doctor's Degree,Pub,2009,81,2251,3.5,A,,B,06,05,1
003884,Ripon College,300  Seward Street,Ripon,WI,Wisconsin,54971,0248,,Bachelor's Degree,Priv,2009,6,193,3.1,A,,B,06,05,1
003921,University of Wisconsin - Platteville,1 University Plaza,Platteville,WI,Wisconsin,53818,3099,,Master's Degree or Doctor's Degree,Pub,2009,61,1348,4.5,A,,B,03,05,1
032203,"Salon Professional Academy, The",3408 Mall Drive,Eau Claire,WI,Wisconsin,54701,7633,,Non-Degree 1 Year (900-1799 hours),Prop,2009,7,55,12.7,A,,B,03,05,1
039253,Blue Sky School of Professional Massage and Therapeutic Bodywork,350 Double Tree Lane,Grafton,WI,Wisconsin,53024,9699,,Non-Degree 1 Year (900-1799 hours),Priv,2009,9,74,12.1,A,,B,5,05,1
003848,Edgewood College,1000 Edgewood College Drive,Madison,WI,Wisconsin,53711,1958,,Master's Degree or Doctor's Degree,Priv,2009,15,579,2.5,A,,B,02,05,1
003863,Marquette University,1250 West Wisconsin Ave,Milwaukee,WI,Wisconsin,53201,1881,,Master's Degree or Doctor's Degree,Priv,2009,36,1814,1.9,P,,B,04,05,1
003868,Milwaukee School of Engineering,1025 North Broadway,Milwaukee,WI,Wisconsin,53202,3109,,Master's Degree or Doctor's Degree,Priv,2009,29,569,5,A,,B,04,05,1
003915,University of Wisconsin - Stout,712 South Broadway,Menomonie,WI,Wisconsin,54751,0790,,Master's Degree or Doctor's Degree,Pub,2009,68,1930,3.5,P,,B,03,05,1
021366,Wisconsin Lutheran College,8800 West Bluemound Road,Milwaukee,WI,Wisconsin,53226,4626,,Master's Degree or Doctor's Degree,Priv,2009,8,153,5.2,A,,B,04,05,1
003838,Carroll University,100 North East Avenue,Waukesha,WI,Wisconsin,53186,5593,,Master's Degree or Doctor's Degree,Priv,2009,25,702,3.5,A,,B,05,05,1
003899,University of Wisconsin - Green Bay,2420 Nicolet Drive,Green Bay,WI,Wisconsin,54311,7001,,Master's Degree or Doctor's Degree,Pub,2009,50,1188,4.2,A,,B,08,05,1
003917,University of Wisconsin - Eau Claire,Park & Garfield Avenue,Eau Claire,WI,Wisconsin,54702,4004,,Master's Degree or Doctor's Degree,Pub,2009,44,1876,2.3,A,,B,03,05,1
003892,Saint Norbert College,100 Grant Street,DePere,WI,Wisconsin,54115,2099,,Master's Degree or Doctor's Degree,Priv,2009,13,432,3,A,,B,08,05,1
003835,Beloit College,700 College Street,Beloit,WI,Wisconsin,53511,5595,,Bachelor's Degree,Priv,2009,7,262,2.6,A,,B,01,05,1
003874,Nashotah House,2777 Mission Road,Nashotah,WI,Wisconsin,53058,9793,,Master's Degree or Doctor's Degree,Priv,2009,1,15,6.6,A,,B,05,05,1
003924,University of Wisconsin - Stevens Point,2100 Main Street,Stevens Point,WI,Wisconsin,54481,3871,,Master's Degree or Doctor's Degree,Pub,2009,72,1851,3.8,A,,B,07,05,1
003923,University of Wisconsin - River Falls,410 South Third Street,River Falls,WI,Wisconsin,54022,5013,,Master's Degree or Doctor's Degree,Pub,2009,61,1426,4.2,A,,B,03,05,1
003856,Lawrence University,115 South Drew Street,Appleton,WI,Wisconsin,54911,0000,,Bachelor's Degree,Priv,2009,4,225,1.7,A,,B,08,05,1
006639,Bellin College,3201 Eaton Road,Green Bay,WI,Wisconsin,54311,0000,,Master's Degree or Doctor's Degree,Priv,2009,1,70,1.4,A,,B,08,05,1
003895,University of Wisconsin - Madison,500 Lincoln Drive,Madison,WI,Wisconsin,53706,1380,,Master's Degree or Doctor's Degree,Pub,2009,71,5030,1.4,P,,B,02,05,1
003919,University of Wisconsin - LaCrosse,1725 State Street,La Crosse,WI,Wisconsin,54601,3742,,Master's Degree or Doctor's Degree,Pub,2009,39,1759,2.2,A,,B,03,05,1
023172,Maranatha Baptist Bible College,745 West Main Street,Watertown,WI,Wisconsin,53094,7638,,Master's Degree or Doctor's Degree,Priv,2009,3,168,1.7,A,,B,06,05,1
022713,Wisconsin School of Professional Psychology,"9120 West Hampton Avenue, Suite 212",Milwaukee,WI,Wisconsin,53225,4960,,Master's Degree or Doctor's Degree,Priv,2009,0,15,0,A,,B,04,05,1
024535,Medical College of Wisconsin,8701 Watertown Plank Road,Milwaukee,WI,Wisconsin,53226,0509,,Master's Degree or Doctor's Degree,Priv,2009,0,183,0,P,,B,05,05,1
033093,Montessori Institute of Milwaukee,3195 South Superior Street,Milwaukee,WI,Wisconsin,53207,3074,,Graduate/Professional (>= 300 hours),Priv,2009,0,1,0,A,,B,04,05,1
038725,Northland International University,W10085 Pike Plains Road,Dunbar,WI,Wisconsin,54119,9285,,Master's Degree or Doctor's Degree,Priv,2009,1,71,1.4,A,,B,08,05,1
041379,Brensten Education,20633 Watertown Court,Waukesha,WI,Wisconsin,53186,0000,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,5,05,0
038223,Paul Mitchell The School - Monroe,1008 4th Avenue West,Monroe,WI,Wisconsin,53566,0000,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,02,05,0
041248,Visions in Hair Design Institute of Cosmetology,7213 West Burleigh Street,Milwaukee,WI,Wisconsin,53210,1120,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,0,0,0,A,,B,4,05,0
041577,Salon Professional Academy (The),566 Theater Road,Onalaska,WI,Wisconsin,54650,8699,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,0,0,0,A,,B,3,05,0
025348,Fred W. Eberle Technical Center,"Route 5, Campus Box 2",Buckhannon,WV,West Virginia,26201,8857,,Non-Degree 1 Year (900-1799 hours),Pub,2009,1,3,33.3,A,,B,02,03,1
007578,Huntington School of Beauty Culture,5636 U.S. Route 60 East,Huntington,WV,West Virginia,25705,2030,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,16,37,43.2,A,,B,03,03,1
030844,Valley College,713 South Oakwood Avenue,Beckley,WV,West Virginia,25801,2643,,Associate's Degree,Prop,2009,19,58,32.7,A,,D,03,03,1
008959,Clarksburg Beauty Academy & School of Massage Therapy,120 South 3rd Street,Clarksburg,WV,West Virginia,26301,2903,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,15,78,19.2,A,,B,01,03,1
003816,Southern West Virginia Community and Technical College,2900 Dempsey Branch Road,Mt Gay,WV,West Virginia,25637,2900,,Associate's Degree,Pub,2009,25,113,22.1,P,,B,03,03,1
021782,Charleston School of Beauty Culture,210 Capitol Street,Charleston,WV,West Virginia,25301,2206,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,19,47,40.4,A,,B,02,03,1
021451,Scott College of Cosmetology,1502 Market Street,Wheeling,WV,West Virginia,26003,3532,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,6,28,21.4,A,,B,01,03,1
031232,Human Resource Development & Employment-Stanley Technical Institute,120 South Linden Avenue,Clarksburg,WV,West Virginia,26301,2275,,Non-Degree 1 Year (900-1799 hours),Priv,2009,9,22,40.9,A,,F,01,03,1
009054,West Virginia Northern Community College,1704 Market Street,Wheeling,WV,West Virginia,26003,3699,,Associate's Degree,Pub,2009,130,470,27.6,P,,B,01,03,1
040414,Mountwest Community and Technical College,One John Marshall Drive,Huntington,WV,West Virginia,25755,0001,,Associate's Degree,Pub,2009,124,497,24.9,A,,B,3,03,1
012359,B M Spurr School of Practical Nursing,800 Wheeling Avenue,Glen Dale,WV,West Virginia,26038,1660,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,0,0,A,,B,01,03,1
039603,New River Community and Technical College,158 Dye Drive,Beckley,WV,West Virginia,25801,2636,,Associate's Degree,Pub,2009,110,428,25.7,A,,B,3,03,1
011749,Wood County Technical Center,1515 Blizzard Drive,Parkersburg,WV,West Virginia,26101,6424,,Non-Degree 1 Year (900-1799 hours),Pub,2009,5,21,23.8,A,,B,01,03,1
030842,Valley College,616 Harrison Street,Princeton,WV,West Virginia,24740,3141,,Associate's Degree,Prop,2009,6,16,37.5,A,,D,03,03,1
040283,Mountain State School of Massage,601 50th Street,Charleston,WV,West Virginia,25304,2025,,Non-Degree (600-899 hours),Prop,2009,11,35,31.4,A,,B,2,03,1
009047,Huntington Junior College of Business,900 5th Avenue,Huntington,WV,West Virginia,25701,2004,,Associate's Degree,Prop,2009,84,427,19.6,A,,B,03,03,1
003828,West Virginia University - Parkersburg,300 Campus Drive,Parkersburg,WV,West Virginia,26101,9577,,Bachelor's Degree,Pub,2009,175,725,24.1,A,,B,01,03,1
003820,Salem International University,223 West Main Street,Salem,WV,West Virginia,26426,0500,,Master's Degree or Doctor's Degree,Prop,2009,59,267,22,A,,B,01,03,1
003809,Bluefield State College,219 Rock Street,Bluefield,WV,West Virginia,24701,2198,,Bachelor's Degree,Pub,2009,116,655,17.7,A,H,B,03,03,1
040473,Bridgemont Community and Technical College,619 2nd Avenue,Montgomery,WV,West Virginia,25136,2435,,Associate's Degree,Pub,2009,43,159,27,A,,B,2,03,1
